,function,size,pvalue,statistic
20,aa_unix_msg_perm,56,2.081829804635221e-12,40.368981243101416
409,signalfd_cleanup,56,2.176012411922161e-12,16.670317659425272
802,ext4_release_dir,56,2.256287740492154e-12,-16.63474211940179
804,do_sigaltstack.constprop.0,56,2.261903812537249e-12,16.632303293389423
424,security_path_mkdir,56,2.43897036024054e-12,16.558513763717276
484,set_mm_exe_file,56,2.5792197405684065e-12,16.503961564809373
1660,insert_vmap_area_augment.constprop.0,56,2.6337311520252194e-12,22.1800311726089
997,finish_fault,56,2.6535787204933005e-12,16.47629089308642
1028,find_idlest_group_cpu,56,2.6875170048507238e-12,16.46393167047178
518,sched_ttwu_pending,56,2.8159121618511058e-12,16.418615991054892
544,sock_close,56,3.1456051162377715e-12,16.311544934275858
1512,make_vfsgid,56,3.5560162458355785e-12,21.69675511088299
1487,ktime_get_coarse_real_ts64,56,3.689101426115336e-12,21.638303104620352
364,release_thread,56,3.800786762034277e-12,16.129999520343773
1297,psi_task_change,56,3.8230992230691844e-12,16.124411479187238
945,fpregs_assert_state_consistent,56,3.826467769183324e-12,16.12357082573723
524,security_socket_connect,56,4.00272229901229e-12,16.080637895405605
1070,get_recent_times,56,4.053464481788356e-12,16.068645961598676
1027,flush_ptrace_hw_breakpoint,56,4.059208646154212e-12,16.067298399339432
60,cgroup_rstat_updated,56,4.221878728156839e-12,18.157872266543283
897,find_extend_vma_locked,56,4.249885836169045e-12,16.02366953058707
333,rebalance_domains,56,4.281668890358889e-12,16.016597880679686
1466,process_echoes,56,4.3502472454800085e-12,16.001525657408557
320,sock_rfree,56,4.434373052928762e-12,15.983374134053161
849,dget_parent,56,4.60016766672437e-12,15.948638316521265
146,bio_associate_blkg_from_css,56,4.745377249792865e-12,18.019634110054078
581,exit_to_user_mode_loop,56,4.7459856408690125e-12,15.91915929448557
1313,psi_group_change,56,5.2965127205194425e-12,15.815862633762945
142,call_filldir,56,5.408126700657122e-12,-17.866163858786884
475,schedule_idle,56,5.83338922525286e-12,15.725474061150472
368,sockfd_lookup_light,56,5.9951973603182124e-12,15.699941480150306
963,fault_in_readable,56,6.0875445833489395e-12,15.685692369910512
34,cpuidle_idle_call,56,6.54973921900789e-12,17.64347609536943
1530,memcg_account_kmem,56,6.5864924050829735e-12,20.735618947140914
1395,put_prev_task_idle,56,6.676061493203711e-12,15.599908260232054
472,record_times,56,6.9751852961065634e-12,15.559307602770062
668,dnotify_flush,56,7.118628141592692e-12,15.540482820872779
1685,membarrier_update_current_mm,56,7.238954612674396e-12,20.59192650379655
1450,proc_put_long,56,7.348927275942333e-12,15.511078379333343
483,refill_stock,56,7.417711452821756e-12,15.502483743062982
517,security_sb_statfs,56,7.873995776565244e-12,15.447510371710788
1729,ktime_get_real_seconds,56,7.986628870512921e-12,20.443392645656296
350,randomize_page,56,8.173075537520959e-12,15.413265280840795
277,arch_release_task_struct,56,8.307446017996266e-12,17.370570808320103
1023,ima_file_mprotect,56,8.381603334017576e-12,15.39015937912974
459,resched_curr,56,8.669858261050882e-12,15.359195716711712
1344,psi_flags_change,56,8.927266019130607e-12,15.332447155735615
335,set_next_buddy,56,9.143937916635656e-12,15.310552920381252
355,restore_fpregs_from_user,56,9.448220161201328e-12,15.28070979611901
1577,inet_gifconf,56,9.633160510283594e-12,-20.162923435508862
530,rseq_get_rseq_cs,56,9.952777814636033e-12,15.233384310122453
340,reweight_entity,56,9.990314250745718e-12,15.229964930702765
457,skb_copy_datagram_from_iter,56,9.999580746687376e-12,17.160404634594776
377,run_rebalance_domains,56,1.0340787316368036e-11,15.198675663919978
441,single_stop,56,1.034616486569522e-11,15.198204301311051
791,ext4_htree_store_dirent,56,1.0544931532083656e-11,-15.180960058792994
734,evm_inode_post_setattr,56,1.0755941774341633e-11,15.163023676522506
92,call_cpuidle,56,1.0837607171742807e-11,17.069887672201535
885,do_sched_yield,56,1.1531511107390729e-11,-15.100138118811461
91,add_transaction_credits,56,1.1618890255805601e-11,16.991943001156745
242,cpu_stop_queue_work,56,1.196152078881624e-11,16.959495597829875
1262,psi_task_switch,56,1.2324594470950942e-11,15.040272953613416
788,dev_uevent_filter,56,1.2479504217332644e-11,15.029053451140681
1223,native_send_call_func_single_ipi,56,1.3014470501548894e-11,14.991404093513049
312,select_idle_core,56,1.3090779844970255e-11,14.986166612893376
1326,pick_next_task_idle,56,1.4287215059262952e-11,14.908004658260644
981,force_qs_rnp,56,1.630468226433497e-11,14.79061876861803
571,restore_altstack,56,1.6429083846570042e-11,14.783888061353261
1593,mem_cgroup_from_task,56,1.684295038885813e-11,19.348142898613705
27,apparmor_current_getsecid_subj,56,1.7103417968959527e-11,16.5648020295434
211,cpuidle_enter,56,1.768347147098608e-11,16.528412427471444
83,cpuidle_select,56,1.7921609099053295e-11,16.51383745920902
1518,match_exception_partial,56,1.903237764569334e-11,19.17407304537454
1322,put_prev_task_rt,56,1.9047664025024304e-11,14.653447552615532
1439,pcpu_block_update_hint_alloc,56,1.9724219125647943e-11,14.622806976878495
401,security_bprm_committed_creds,56,2.0041358559956056e-11,14.60882226061539
50,cpuacct_charge,56,2.0555500248531144e-11,16.365096125934357
1215,native_flush_tlb_one_user,56,2.135875351974548e-11,14.5531192596158
111,cpuidle_governor_latency_req,56,2.1556128711976e-11,16.313816880562456
1347,proc_mem_open,56,2.24746428974295e-11,14.508691422924365
1714,lru_gen_add_mm,56,2.477839956485384e-11,18.80324285870916
1375,msg_add_ext_text,56,2.4922774353760883e-11,23.16634998215136
621,do_notify_parent,56,2.5018967091993062e-11,14.415506769384347
1176,fpu_clone,56,2.6259639319127027e-11,14.373620563939436
1114,finish_task_switch.isra.0,56,2.653305728445678e-11,14.3646695661075
1451,pick_next_entity,56,2.6904838750782492e-11,14.352652708154277
780,do_anonymous_page,56,2.7401181684188547e-11,14.336878957223352
205,cgroup_free,56,2.8045419287983885e-11,16.03248788595486
1268,nohz_balance_enter_idle,56,2.912761371648133e-11,14.28426205696476
1311,pick_next_task,56,3.182324766955652e-11,14.208330928940185
444,sched_idle_set_state,56,3.485463550748352e-11,14.130629249182906
912,flush_smp_call_function_queue,56,3.7128809029478703e-11,14.076863762467859
191,aa_unix_opt_perm,56,3.859805165155479e-11,15.696868749624143
1758,inode_init_once,56,3.9494517828423517e-11,18.164209066819097
1351,proc_sys_compare,56,4.1943209225364625e-11,13.973639231590584
396,randomize_stack_top,56,4.309002864874487e-11,13.950887391054781
386,security_task_to_inode,56,4.482677794145606e-11,13.917615830304962
434,queued_write_lock_slowpath,56,4.625291980067813e-11,13.891292064004427
1059,folio_fast_pin_allowed,56,4.6494049813799735e-11,13.886925681083985
418,refresh_cpu_vm_stats,56,4.6768907117292194e-11,13.881977489087461
534,sched_mm_cid_migrate_to,56,4.9667954557379845e-11,13.831573628633437
325,single_start,56,5.157484048101063e-11,13.800077545109954
46,cpuacct_account_field,56,5.2852858809282536e-11,15.372660628364391
231,call_timer_fn,56,5.5708615951473575e-11,15.318961502848078
439,put_ucounts,56,5.656986185902086e-11,13.723048248127464
131,cpu_stop_init_done,56,5.672100763161516e-11,15.300621336297864
1233,proc_show_options,56,5.842874356326657e-11,13.696192284413826
206,cpu_latency_qos_limit,56,6.768081243887976e-11,15.121743247457932
314,scheduler_tick,56,6.770757376915978e-11,13.574318337529249
367,security_cred_free,56,7.095479311797522e-11,14.233531202086604
1715,mm_release,56,7.35509402655517e-11,17.343036906814252
616,do_faccessat,56,7.453719543669673e-11,13.495341909384058
31,call_function_single_prep_ipi,56,8.410027942006173e-11,14.904321185392405
532,quiet_vmstat,56,8.660853910276415e-11,13.372750366905562
1171,hrtick_update,56,9.11699743758369e-11,13.331041881620044
1371,put_mnt_ns,56,9.121772409767284e-11,13.330616953206551
1570,kthread_should_stop,56,9.21515906976716e-11,17.053820226660523
445,queue_work_on,56,9.973051138322234e-11,13.258372352936414
1449,process_one_work,56,9.99911331588554e-11,13.256263992662493
1236,pick_next_task_fair,56,1.0404920331802347e-10,13.22416010514339
1733,make_vfsuid,56,1.0641729646246985e-10,16.8714959059434
430,set_termios.part.0,56,1.0837372137636036e-10,13.191364499312725
1648,inode_init_owner,56,1.0915604699149835e-10,16.839493280768856
761,exec_task_namespaces,56,1.1111651115970758e-10,13.171268795986933
1680,kernfs_seq_show,56,1.1395832276367095e-10,16.78539562733205
404,raw_spin_rq_unlock,56,1.1686886347355723e-10,13.130763462225262
1585,kmem_cache_alloc_lru,56,1.217831186025401e-10,16.702263410742717
443,set_task_rq_fair,56,1.2201248340870262e-10,13.096279503984732
88,apparmor_inode_unlink,56,1.2319702056523767e-10,14.528773664387618
1024,half_md4_transform.isra.0,56,1.2329800364623705e-10,-13.087899437999813
437,smp_call_function_many_cond,56,1.3051864639975696e-10,13.042471720469948
1479,is_valid_gup_args,56,1.3085089178293353e-10,16.612783750755387
244,cpuidle_get_cpu_driver,56,1.319993559891521e-10,14.461772283511257
177,clockevents_program_event,56,1.3384595691125036e-10,14.44831697078431
1001,file_free_rcu,56,1.354909666512106e-10,13.012697851707744
293,shmem_is_huge.part.0,56,1.40697814324437e-10,12.982725042609093
1277,nr_iowait_cpu,56,1.412486701513132e-10,12.979622434050116
1438,next_zone,56,1.4395079299678342e-10,12.964584906695006
1310,place_entity,56,1.440296515710313e-10,12.964150515185956
139,aa_get_buffer,56,1.450186726430378e-10,14.37087863474098
1240,pcpu_chunk_relocate,56,1.4929666649184383e-10,12.935688873872026
1426,pagerange_is_ram_callback,56,1.4933607955964878e-10,12.935479891366844
652,current_work,56,1.4973226738739174e-10,12.933382369765946
458,rseq_update_cpu_node_id,56,1.5275335153005231e-10,12.917577073720631
1458,page_cache_ra_unbounded,56,1.6246943058590907e-10,19.740243130585878
1748,key_put,56,1.6590806937055948e-10,16.32011848817462
506,should_failslab,56,1.682463179613576e-10,12.84136317689318
170,apparmor_bprm_committed_creds,56,1.708381209453283e-10,14.213728458819425
1756,is_rlimit_overlimit,56,1.7162172101755208e-10,16.27875658834251
1177,get_nohz_timer_target,56,1.75771912319188e-10,12.806961922349704
1437,nohz_balancer_kick,56,1.7751690546682875e-10,12.79920602147684
399,set_task_cpu,56,1.8794999076978006e-10,12.754442638539578
759,ext4_release_file,56,1.9996716784832387e-10,-12.706008137373788
948,find_busiest_queue,56,2.0500077740892391e-10,12.686621832691426
682,default_wake_function,56,2.0960979818683147e-10,12.669304089932064
1331,put_cpu_partial,56,2.144350182498959e-10,12.651597154851109
1735,locks_check_ctx_file_list,56,2.2132379549055984e-10,15.971083899752342
1409,process_timeout,56,2.3577226305267065e-10,12.578010034408917
1307,nohz_balance_exit_idle,56,2.455767052384728e-10,12.546510004622354
775,down_read,56,2.468213249261114e-10,12.542605950948674
1298,populate_seccomp_data,56,2.547148630323836e-10,14.713821803992682
1362,prepare_to_swait_event,56,2.5904590343234535e-10,12.50532376016416
1101,hrtimer_reprogram,56,2.614053453454192e-10,12.498340897111852
927,finish_swait,56,2.6728932089722103e-10,12.48121126490459
1295,pcpu_block_update,56,3.048998772734916e-10,12.380284467777313
703,do_vmi_munmap,56,3.15119634698333e-10,12.355112632159694
207,calc_load_nohz_stop,56,3.1988728501991207e-10,13.625703190619646
1287,page_cpupid_xchg_last,56,3.2326187393136796e-10,12.335663523652332
1030,fsnotify_grab_connector,56,3.235613899532587e-10,12.334957915915309
236,copy_mc_to_kernel,56,3.324165042039811e-10,13.590371797218125
1159,hrtimer_active,56,3.3299605426415465e-10,12.31307555077603
976,get_itimerspec64,56,3.4347471550755494e-10,18.511170283738323
433,restore_fpregs_from_fpstate,56,3.4707649039852754e-10,12.28159942554345
1580,ldt_arch_exit_mmap,56,3.480301136414452e-10,15.436434210594124
411,run_posix_cpu_timers,56,3.492710411369223e-10,12.276814581781377
36,check_file,56,3.627727933813489e-10,13.510298768267957
1325,put_prev_entity,56,3.703022320429167e-10,12.232498082248352
553,shrink_lock_dentry,56,3.715095489469401e-10,12.230034769324645
44,cpus_share_cache,56,3.84540409531143e-10,13.457127170403568
294,raw_spin_rq_lock_nested,56,3.9794781807519064e-10,12.178102096660586
452,rpm_check_suspend_allowed,56,4.003058010260856e-10,12.173647346621204
466,refill_obj_stock,56,4.6551647407604864e-10,12.060287152272378
1242,need_update,56,4.665058209175394e-10,12.058698478156593
319,raise_softirq,56,4.692670465335192e-10,12.054283185594771
342,single_next,56,4.736153765396964e-10,12.047385022226672
1454,note_gp_changes,56,4.844439620112748e-10,12.030491360008913
1020,hrtimer_init_sleeper,56,4.959106877145392e-10,12.013028653394683
907,hrtimer_try_to_cancel.part.0,56,5.107791697928354e-10,11.991005783633337
1643,inode_maybe_inc_iversion,56,5.180663452679109e-10,14.979874033257651
1755,mm_update_next_owner,56,5.193484735070788e-10,14.977075324819326
1653,load_misc_binary,56,5.198967943112825e-10,14.97588066683978
151,cpu_util,56,5.391631112679868e-10,13.152216078041597
1616,kick_process,56,5.4171495404147e-10,14.929405117290035
176,check_spread.isra.0,56,5.466120177564688e-10,13.139961141440866
496,run_timer_softirq,56,5.636909309468993e-10,11.91775422888936
179,balance_stop,56,5.74753938235422e-10,13.095204572530477
6,copy_fd_bitmaps,56,5.752904920536004e-10,13.09437391126692
1239,prep_compound_page,56,5.822559640137408e-10,11.893750268956591
531,remove_entity_load_avg,56,5.83080376315916e-10,11.892703026358024
66,cpuidle_not_available,56,5.932184268641834e-10,13.067079996521779
274,copy_semundo,56,6.022207744793341e-10,13.053701625590213
286,seq_path_root,56,6.252354544705402e-10,11.841127551503096
212,calc_load_nohz_start,56,6.534867108269851e-10,12.981332888242923
717,dyntick_save_progress_counter,56,6.58319029805563e-10,11.803143348351464
1492,kill_orphaned_pgrp,56,6.843389710501662e-10,14.667612654357148
1443,on_each_cpu_cond_mask,56,6.910180854763345e-10,11.767518977873957
1407,profile_tick,56,6.921965822760468e-10,11.766268274831456
1125,hugetlbfs_show_options,56,7.018150086124814e-10,11.756143263979734
108,check_preempt_curr,56,7.331613630516909e-10,12.87999580943302
397,select_idle_cpu,56,7.525822154543127e-10,11.705005488522412
1191,fat_show_options,56,7.622300997491254e-10,11.695697202358234
113,cpuidle_reflect,56,7.676896649220465e-10,12.839644350968605
121,check_cfs_rq_runtime,56,7.928740973708955e-10,12.811404228718958
1264,mprotect_fixup,56,8.20676541203354e-10,11.641823751141784
110,collect_signal,56,8.213264832909443e-10,12.780618387553726
309,setup_new_exec,56,8.383365151320887e-10,11.626334698083614
90,bvec_split_segs,56,8.613998441745033e-10,15.583448243124938
4,arch_cpu_idle_enter,56,8.755258416948843e-10,12.724974179312682
994,folio_mapping,56,8.81094716107299e-10,11.590206848372675
1208,mod_objcg_state,56,8.864298905437782e-10,11.58582846921275
1302,netlink_has_listeners,56,9.0211752587909e-10,11.573112536495803
171,arch_cpu_idle_exit,56,9.185864257009416e-10,12.683301019820357
266,clear_buddies,56,9.316867887454543e-10,12.671031388147526
1221,pm_qos_read_value,56,9.69127069065182e-10,11.521288489647004
1417,numa_migrate_prep,56,9.721951398774504e-10,11.519006473448812
1377,obj_cgroup_uncharge,56,1.0066589947281544e-09,11.493879258872218
731,debugfs_show_options,56,1.0082462909170353e-09,11.492743803064137
1033,get_timespec64,56,1.029090220967885e-09,11.478004845122207
1725,kernfs_get_target_path,56,1.0327432672377031e-09,14.216509420450693
376,remove_vma,56,1.0791202729103629e-09,11.443868389861649
1691,migrate_disable,56,1.08455209041186e-09,14.163674862099674
221,blk_queue_exit,56,1.1173702008134994e-09,12.51443541693293
184,blk_mq_get_budget_and_tag,56,1.1297748416670516e-09,12.50497403600576
7,blk_mq_hctx_mark_pending,56,1.1480869146994912e-09,12.491205634323768
1156,follow_page_pte,56,1.1935223086472445e-09,11.37166932559551
24,acct_account_cputime,56,1.23245419782132e-09,12.430632937572618
245,cgroup_move_task,56,1.2449433914919431e-09,12.422039932844124
1606,inet_ioctl,56,1.282813354508529e-09,-13.983763845860185
1556,memory_open,56,1.2882414192186599e-09,13.979264960544402
1647,kmem_cache_alloc,56,1.3060213398092257e-09,13.964668968209546
278,can_stop_idle_tick,56,1.3061686141860578e-09,12.381191553476151
537,shmem_free_in_core_inode,56,1.3098478859501782e-09,11.305342311273895
35,complete_walk,56,1.3310478640745309e-09,12.365167395593945
1491,membarrier_exec_mmap,56,1.4744065286374786e-09,13.836115850237835
1618,load_script,56,1.4767377968113082e-09,13.83444790380362
1390,page_counter_cancel,56,1.4828980916299303e-09,11.217308288635563
875,dquot_file_open,56,1.5596361327763595e-09,-11.18166365340988
1164,group_balance_cpu,56,1.5605746595228388e-09,11.18123917462738
1317,mutex_trylock,56,1.579273900525881e-09,11.172837168662912
1272,nsecs_to_jiffies,56,1.6254756709178684e-09,11.152516791966255
591,do_futex,56,1.786939991953132e-09,11.085976036700774
1622,mmput,56,1.8417479121766374e-09,13.602977385941788
932,find_task_by_vpid,56,1.852712435185167e-09,11.060658817718323
828,datagram_poll,56,1.858637874049164e-09,12.760321350162947
422,sock_free_inode,56,1.92027994283293e-09,11.03561307806068
271,count.constprop.0.isra.0,56,1.92514428655448e-09,12.055160393432953
1356,proc_free_inode,56,1.9267996796210254e-09,11.033245377791394
290,save_fpregs_to_fpstate,56,1.9967729413913387e-09,11.008350058271661
1414,proc_readfd_count,56,2.140681756340614e-09,10.959904184776448
1688,kernfs_iop_permission,56,2.1928242985819453e-09,13.422522389220092
95,account_process_tick,56,2.2091617732650127e-09,11.941194445398484
1666,inet_sk_get_local_port_range,56,2.210238964276037e-09,-13.414390378277393
220,copy_siginfo_to_user,56,2.247771746628822e-09,13.397093840083654
341,select_idle_sibling,56,2.303008175190654e-09,10.909195177493359
1720,mem_cgroup_css_rstat_flush,56,2.3915712418170527e-09,13.333562931078893
1452,put_prev_task_balance,56,2.3981770529062833e-09,10.881178569009158
754,ext4_fc_track_inode,56,2.404607223692767e-09,10.879327804966692
456,seq_putc,56,2.426964990623525e-09,10.872932800510927
1369,open_last_lookups,56,2.43394619733171e-09,10.8709486010016
1459,page_counter_uncharge,56,2.438287085717935e-09,10.869717837239476
1621,mm_put_huge_zero_page,56,2.6102679937646916e-09,13.244358767690828
253,blk_status_to_errno,56,2.6154707085378283e-09,11.80256809691213
183,audit_signal_info_syscall,56,2.759286194108057e-09,13.18802704714109
200,copy_fpstate_to_sigframe,56,2.8138265920820557e-09,11.742949394699679
1762,mnt_drop_write,56,2.8986399782500938e-09,13.13820915460038
982,fpu__alloc_mathframe,56,3.068766422299664e-09,10.711742082127193
1144,get_cpu_device,56,3.4236381167115392e-09,10.63717831640618
19,change_pid,56,3.5083049387055865e-09,11.564511213147465
1575,kernfs_refresh_inode,56,3.584375443494969e-09,12.925348329982658
144,change_pte_range,56,3.851491728926422e-09,11.489672893667615
615,ext4_sample_last_mounted,56,3.886213625124398e-09,-10.551305287148157
1280,put_cred_rcu,56,3.93609801048076e-09,12.082500458726711
1282,netlink_skb_destructor,56,3.9898220538491386e-09,10.533541156984256
255,available_idle_cpu,56,4.0002532800529845e-09,11.459394063118179
491,seq_escape_mem,56,4.12375022351534e-09,10.51128126624466
1598,mem_cgroup_kmem_disabled,56,4.285053171028894e-09,12.748654895221051
1026,hrtimer_update_next_event,56,4.3879239253182415e-09,10.469511257871591
331,seq_puts,56,4.394276839216949e-09,10.46853947294015
1475,legitimize_links,56,4.681762684661306e-09,12.66179978114015
33,check_cpu_stall,56,4.785429930025412e-09,11.317061263764032
1697,kernfs_seq_next,56,4.837198931736656e-09,12.629888106216548
1578,jbd2_journal_start_reserved,56,4.871974813536567e-09,12.622898088829107
1212,native_smp_send_reschedule,56,4.886053715812249e-09,10.397464895185118
118,account_idle_ticks,56,5.086775372696721e-09,11.268882978263187
1064,free_percpu.part.0,56,5.639059113044634e-09,10.30199327314782
39,arch_scale_freq_tick,56,5.7229004165062434e-09,11.176380196120872
1610,inode_to_bdi,56,5.798152723865711e-09,12.45407899771695
1260,proc_misc_d_delete,56,5.8971363580048214e-09,10.27231721939557
150,arch_setup_new_exec,56,5.977147980686557e-09,11.142407529631084
198,bio_crypt_ctx_mergeable,56,6.033357880734231e-09,11.135102613561276
887,cputime_adjust,56,6.4933831843282894e-09,10.208654179706242
1644,inet_sk_rx_dst_set,56,6.6408649511540175e-09,-12.323775517228341
1550,kernfs_put_active,56,6.909639670453522e-09,12.285896746582608
711,down_write_killable,56,7.13186314188535e-09,10.14693635027621
1048,fpregs_mark_activate,56,7.176932121395911e-09,10.142800611885356
1127,hrtimer_run_queues,56,7.2227047996256765e-09,10.138628025672478
87,blk_mq_put_tags,56,7.286808820215383e-09,10.988587519323993
133,calc_global_load_tick,56,7.569014894670554e-09,10.959277545731208
1345,pick_next_task_stop,56,8.074000905450818e-09,10.06570035070902
1396,page_add_file_rmap,56,8.23263123066821e-09,10.053004078651142
1220,ntp_tick_length,56,8.342361312278216e-09,10.044370517141475
958,hrtimer_get_next_event,56,8.428806630422575e-09,10.037652266291074
48,alloc_fd,56,8.845230177806251e-09,10.83972160315789
1151,fill_contig_page_info,56,8.88474646026252e-09,10.003370567757711
54,cap_capable,56,8.924384850509621e-09,10.83291649329566
1646,kernfs_root_from_sb,56,8.936784820221759e-09,12.04265185055227
562,smp_call_function_single_async,56,9.367194937129032e-09,9.969044609933238
863,ep_poll_callback,56,9.588580037526285e-09,9.953907578813649
699,delayed_put_pid,56,9.702790741829172e-09,9.946240856149004
1258,pstore_show_options,56,9.836929668418308e-09,9.937356052492563
1588,kill_fasync,56,1.0217234488370463e-08,11.917648607039947
297,security_mmap_file,56,1.0400574602818146e-08,9.90135877246216
99,blk_start_plug,56,1.0836048604131899e-08,10.685479377462453
1182,hrtimer_interrupt,56,1.0911972776867803e-08,9.870421818929868
1470,ntp_get_next_leap,56,1.1720037537463952e-08,9.824503679158255
1528,kernfs_dir_fop_release,56,1.2064719937012768e-08,11.763986677360695
1433,put_cmsg,56,1.2539697413578269e-08,11.094111723022724
784,do_read_fault,56,1.262498627793822e-08,9.77685668630554
241,blk_mq_sched_bio_merge,56,1.2768455126950368e-08,10.562033766727327
406,sched_autogroup_exit,56,1.3063431793697954e-08,9.755041408323656
1676,ipc_obtain_object_check,56,1.3226390362949562e-08,-11.679706036138809
1158,fget,56,1.4797792257417197e-08,9.675670159492597
208,clockevents_program_min_delta,56,1.49535859815161e-08,10.444229365689454
1650,klp_copy_process,56,1.4960283823095764e-08,11.567552097210847
1464,page_cache_next_miss,56,1.5778216527169507e-08,13.260069547128351
1281,nohz_csd_func,56,1.5921356344831042e-08,9.629284741488547
414,skb_free_datagram,56,1.6718376751236782e-08,12.224994029956047
53,calc_load_n,56,1.7227640739453008e-08,10.339512789610422
923,hrtimer_forward,56,1.7742954137049597e-08,9.560907608958155
507,raw_notifier_call_chain,56,1.7987255103081398e-08,9.55229975262299
372,security_task_getscheduler,56,1.8093760371043123e-08,9.548585263220847
511,set_cpus_allowed_common,56,1.9365608305035696e-08,9.505915538995357
289,second_overflow,56,2.0300976110026274e-08,9.476363782475568
1342,pid_delete_dentry,56,2.1854165131402916e-08,9.430303350697733
1316,next_online_pgdat,56,2.1895979231533104e-08,9.429111124548891
1213,pcpu_block_refresh_hint,56,2.3121109290925146e-08,9.39519742763734
1690,irq_fpu_usable,56,2.610721930777063e-08,11.071552122677572
254,aa_file_perm,56,2.647208467132453e-08,10.026583635021007
93,cgroup_rstat_flush_locked,56,2.8035003236766554e-08,9.98533832067944
1612,kernfs_get_active,56,2.9610224801805117e-08,10.961827905938078
25,alloc_buffer_head,56,3.062869714004316e-08,9.921963175646635
204,calc_global_load,56,3.084270568748468e-08,9.916988739324424
1121,hrtimer_next_event_without,56,3.186682943787617e-08,9.197029178437724
968,idle_cpu,56,3.4648672490905696e-08,9.145798244114655
822,dax_layout_busy_page_range,56,3.585569991208522e-08,9.124892205110354
1181,find_busiest_group,56,3.591762896477771e-08,9.123839486722826
951,get_align_mask,56,3.71344872589655e-08,9.10353042212485
1568,locks_remove_file,56,3.7172146723185173e-08,10.76584012260652
210,calc_wheel_index,56,3.794318083672541e-08,9.769805663812903
1379,pid_update_inode,56,3.801902694075246e-08,9.089199235846754
1641,migrate_task_rq_fair,56,3.8814340323354816e-08,10.728907718624868
1000,fold_diff,56,4.0655989618637504e-08,9.048456396934183
141,clear_posix_cputimers_work,56,4.1543329265504673e-08,9.705917350611532
1012,hrtimer_cancel,56,4.314909713462793e-08,9.012398291646306
1431,node_is_toptier,56,4.580847570556389e-08,8.976258503886479
502,rpm_resume,56,4.6274041531248554e-08,8.970157569531924
1187,get_partial_node.part.0,56,4.8882830197121395e-08,8.937114925099861
486,round_jiffies_up,56,5.3682463332685355e-08,8.880871244102929
718,ext4_inode_table,56,5.3995703873923825e-08,8.877385050917026
1175,hrtimer_start_range_ns,56,5.4966111662076285e-08,8.866717460710852
1421,path_noexec,56,5.894450548489643e-08,8.824947780056691
1418,next_uptodate_page,56,6.06589336534332e-08,8.807847233371545
550,set_bh_page,56,6.239816060287389e-08,8.791007195150362
426,set_worker_desc,56,6.324080536405404e-08,8.783023642634825
1661,kernel_fpu_end,56,6.350983675870215e-08,10.315284780407522
495,rwb_arm_timer,56,6.432474301881e-08,8.772915697349308
1590,inode_free_by_rcu,56,6.459316603461783e-08,10.301303823662955
1737,ipcperms,56,6.596658836923169e-08,-10.283933065350583
156,apparmor_inode_alloc_security,56,6.637731381457921e-08,9.38044354142248
685,dequeue_task_stop,56,6.89175078547438e-08,8.731973333423646
1198,first_online_pgdat,56,6.898046702402818e-08,8.731432069285583
370,queue_io,56,6.908437145337917e-08,8.73053992243592
213,anon_pipe_buf_release,56,7.027666999262848e-08,9.341337840569112
1502,is_vmalloc_addr,56,7.158662928750845e-08,10.216647985902036
413,run_ksoftirqd,56,7.78995143074675e-08,8.65954608266216
1197,igrab,56,7.873147867649941e-08,8.653283694947259
1554,may_setattr,56,8.542506050284542e-08,10.072376819297995
939,generic_exec_single,56,8.700732997513389e-08,8.594504811859029
30,blake2s_update,56,9.131822186197191e-08,9.163393009686319
555,skb_recv_datagram,56,9.286189870741905e-08,8.556344037284541
1076,finish_mkwrite_fault,56,9.846539632744022e-08,8.522100620761679
316,schedule_delayed_monitor_work,56,9.882349439052789e-08,8.519981819014825
1596,ipc_obtain_object_idr,56,1.0010677053591598e-07,-9.944256122164091
17,apparmor_cred_free,56,1.045070456718025e-07,10.477000882341464
81,bio_split_rw,56,1.0547838174718411e-07,11.184736373015763
651,exit_creds,56,1.0787412978183786e-07,8.468935652562127
999,hrtimer_wakeup,56,1.0860379173905405e-07,8.465016659998705
1217,mntget,56,1.1181197555937991e-07,8.4481052658772
127,aa_may_signal,56,1.1475647149322799e-07,9.834934151906092
538,sock_init_data_uid,56,1.1707749152362692e-07,8.421416541420749
1235,page_rmapping,56,1.263444962996347e-07,8.377351336253671
1049,housekeeping_cpumask,56,1.2747815832501704e-07,8.372193392531294
115,check_stack_object,56,1.2871633297085936e-07,8.933783932941754
1133,free_task,56,1.315504280024284e-07,8.354051899322842
215,blk_cgroup_bio_start,56,1.3618698683494754e-07,8.896430070842113
1549,locks_remove_posix,56,1.394867231398723e-07,9.680315779721248
1521,inet_lhash2_lookup,56,1.4483674535153584e-07,-9.650709972654367
996,find_next_iomem_res,56,1.4678088727560836e-07,8.291037899411428
84,cpupri_set,56,1.6080978939257925e-07,8.787015319630793
1336,proc_match,56,1.6133423228318768e-07,8.236893401000145
149,chrdev_open,56,1.6839295837420237e-07,8.75684234767623
1657,meminfo_proc_show,56,1.9187920590184095e-07,9.431627788077702
428,shmem_statfs,56,1.9214222086413513e-07,8.137368220846657
990,generic_smp_call_function_single_interrupt,56,1.9229798724110748e-07,8.13690841295517
67,apparmor_task_prctl,56,1.946917794752854e-07,8.662273532097128
449,security_file_truncate,56,2.094928261525601e-07,8.088400442132189
