,function,size,pvalue,statistic
933,file_tty_write.constprop.0,56,2.178352309026975e-07,8.06634028138311
676,drain_stock,56,2.1987144057217801e-07,8.061089422227516
1420,proc_sys_delete,56,2.2381708043001528e-07,8.051057255017898
888,css_set_move_task,56,2.2412172559648498e-07,8.050290339621887
839,drain_obj_stock,56,2.3002069128114012e-07,8.03565057097632
273,completion_done,56,2.4334323879491284e-07,8.518252868861685
1615,kthread_should_stop_or_park,56,2.4722632050192734e-07,-9.237418675983681
1016,free_tail_page_prepare,56,2.725467828956402e-07,7.940442403931924
246,apic_ack_edge,56,2.733634818918724e-07,8.443776524081976
11,add_timer,56,2.8450633499472266e-07,8.418296950512067
1602,ktime_get,56,2.8748981063169074e-07,9.123210094337459
72,aa_unix_peer_perm,56,2.890106301082984e-07,12.013753054834643
58,bio_uninit,56,3.064789248371543e-07,8.370987842578815
1193,file_ra_state_init,56,3.1620462179192707e-07,7.857597774696519
455,security_task_setpgid,56,3.243461618998217e-07,7.843473399634524
647,delayed_put_task_struct,56,3.2876162665475394e-07,7.835966738437121
1067,get_next_timer_interrupt,56,3.380188350633508e-07,7.820563600712346
740,down_read_killable,56,3.4177961538059357e-07,7.814431012883022
1496,ktime_get_update_offsets_now,56,3.7377577670890456e-07,8.927002072367877
1494,load_balance,56,3.747319985931746e-07,8.925107262580216
1480,ipc_set_key_private,56,3.8303382972339576e-07,-8.90886895946108
1132,folio_test_hugetlb,56,3.916779993691003e-07,7.739125099153939
292,select_task_rq_fair,56,3.993171920265898e-07,7.72848444539685
14,blk_mq_complete_request_remote,56,4.107769258299928e-07,8.490341105971856
1614,inet_csk_reqsk_queue_add,56,4.2630478201569926e-07,-8.829857782449364
1639,lock_timer_base,56,4.46755037017265e-07,8.795427248351272
219,block_invalidate_folio,56,4.5378114695141526e-07,8.12425601922363
228,acct_clear_integrals,56,4.5975491805045486e-07,8.116115244341223
1751,ldt_dup_context,56,4.842250386974901e-07,8.736469884781055
547,queue_delayed_work_on,56,5.178818690762571e-07,7.586061569663894
1352,page_remove_rmap,56,5.577352518488823e-07,7.545718868142937
598,do_dec_rlimit_put_ucounts,56,5.578549664000303e-07,7.5456022512777
126,add_interrupt_randomness,56,5.705222092280841e-07,7.982496954109483
1589,kernfs_sop_show_options,56,5.736408448082921e-07,8.613342248682864
1435,mpage_release_unused_pages,56,7.435279638262249e-07,7.390369790880999
797,eventfd_poll,56,7.436619422295875e-07,7.390272987598476
163,can_migrate_task,56,7.572144452012103e-07,7.8093512725777305
1667,inet_csk_clear_xmit_timers,56,9.14815320545758e-07,-8.280510133505812
1141,flush_tlb_mm_range,56,9.430292660457273e-07,7.263251072621854
259,blk_account_io_completion.part.0,56,9.984462693737237e-07,7.642443631761726
1562,mlock_drain_local,56,1.000911737686914e-06,8.217405133290175
431,security_sock_graft,56,1.1144877701611552e-06,7.174601577451117
117,arch_randomize_brk,56,1.1325643298384892e-06,7.567093330133285
1545,inet_sk_set_state,56,1.1545750806689711e-06,-8.117875357405264
1669,kthread_is_per_cpu,56,1.1955699548914781e-06,8.093685153021404
223,cap_inode_need_killpriv,56,1.210628172366343e-06,7.52742380920004
1546,kmem_cache_free,56,1.2706845972423458e-06,8.05155591157875
148,add_timer_on,56,1.2944828666594843e-06,7.487689306660748
1761,local_touch_nmi,56,1.3037241708954202e-06,8.03385229095684
1686,menu_reflect,56,1.3077000197705145e-06,8.031753950072513
186,blk_integrity_merge_bio,56,1.3564737396431095e-06,7.460009408462023
18,anon_vma_compatible,56,1.3617338216877255e-06,7.457721904514181
908,folio_account_dirtied,56,1.396189158816995e-06,7.05589998800611
1183,get_any_partial,56,1.4468216393083281e-06,7.037227789539001
1677,menu_select,56,1.4907758140097738e-06,7.941807026717053
1623,lru_add_drain_cpu,56,1.552097753209406e-06,7.914269843528137
1547,jbd2_journal_blocks_per_page,56,1.6283334091153543e-06,7.88159661860855
1699,jbd2_journal_write_revoke_records,56,1.6298332577671644e-06,7.880970139274083
57,blake2s_compress,56,1.7664080455320491e-06,7.304868079436313
1695,kfree,56,1.840288154597264e-06,7.798618438020724
683,ext4_dx_readdir,56,1.914695543924457e-06,-6.891217922077749
1060,free_pcppages_bulk,56,1.930210977710669e-06,6.887034436354578
1484,mctp_dev_put,56,2.0129009794767306e-06,-7.738185527924758
1357,pick_task_rt,56,2.0333431285796787e-06,6.860082539547436
291,skb_queue_purge,56,2.0647730067463697e-06,6.852149921641981
487,release_dentry_name_snapshot,56,2.171182898684697e-06,9.664569919970171
40,bvec_free,56,2.208800765847076e-06,7.175006804023348
1739,mem_cgroup_css_from_folio,56,2.265903166926358e-06,7.658845105405675
1539,jbd2_journal_switch_revoke_table,56,2.2751139373587355e-06,7.656135940440757
1520,ipv6_sock_ac_close,56,2.293732422114574e-06,-7.650694878179598
343,sk_destruct,56,2.3907190821247563e-06,6.77657031540653
388,skb_dequeue,56,2.4810558952886282e-06,6.757508279539774
1537,irq_exit_rcu,56,2.541573129999779e-06,7.582409391307962
812,do_close_on_exec,56,2.5689176425395468e-06,9.487512660394472
1497,inet_fill_link_af,56,2.6404079972724103e-06,-7.557118748315859
1434,ns_capable,56,2.7381288527214355e-06,8.250555478400099
653,do_prlimit,56,2.749155128214305e-06,6.70490465797467
1591,irq_enter_rcu,56,2.757005409804734e-06,7.528537536894438
675,do_flush_stats,56,2.8022188169928375e-06,6.695124898361458
1708,inet_dump_ifaddr,56,2.8502013674866084e-06,-7.506595435356642
1587,leave_mm,56,2.8691958167482584e-06,7.502216330799818
1510,invoke_rcu_core,56,3.1404923676767867e-06,7.442810418601091
235,blk_stat_timer_fn,56,3.2532780106838884e-06,6.953079108596094
1284,pick_next_task_dl,56,3.3808367442614674e-06,6.599450420264071
1693,may_expand_vm,56,3.5047299072848502e-06,7.371054702492746
209,balance_dl,56,3.5647203061037e-06,6.901232480131229
1752,ipv6_sock_mc_close,56,3.659856119428911e-06,-7.342852589239992
1548,map_id_up,56,3.6733846120829782e-06,7.340453124300927
1283,note_interrupt,56,4.002307876984366e-06,6.513974839174546
705,epi_rcu_free,56,4.077229297531826e-06,6.504610841917594
1572,inet_fill_ifaddr,56,4.150885898202038e-06,-7.261250672798244
1229,proc_task_getattr,56,4.236764588103343e-06,6.485250815642039
1054,fscrypt_set_bio_crypt_ctx,56,4.3130994897372494e-06,6.47625245620143
178,bio_crypt_rq_ctx_compatible,56,4.650932902771356e-06,6.751556533757505
3,aa_sk_perm,56,4.667070342971383e-06,6.749618685745577
1305,pty_cleanup,56,4.698502150708434e-06,6.433199714787318
446,show_mnt_opts,56,4.897341927649368e-06,6.412394599727106
1656,mem_cgroup_wb_domain,56,5.025311570714425e-06,7.1384070329283675
1296,need_active_balance,56,5.126741470529829e-06,6.389450394506322
762,do_get_write_access,56,5.248536001787453e-06,6.37769622134606
1738,mctp_fill_link_af,56,5.277054500396891e-06,-7.107199104727678
1338,pick_link,56,6.0110397385024376e-06,6.309966927894606
482,rpm_drop_usage_count,56,6.0187523088619095e-06,6.309328156972277
303,sock_poll,56,6.277775134855151e-06,6.288352631973406
1698,ll_back_merge_fn,56,6.391843597631808e-06,6.985621482309646
476,seq_read_iter,56,6.581568768618425e-06,6.264861969354195
1275,pick_next_task_rt,56,6.8212650126327395e-06,6.247104746714194
1636,lapic_next_event,56,6.97076000557267e-06,6.931027503182695
258,cachemode2protval,56,7.717456272135738e-06,6.471220134542526
950,folio_mark_accessed,56,8.712961252399724e-06,6.126151992067084
1709,jbd2_journal_add_journal_head,56,8.737345224342648e-06,6.789959456370957
47,I_BDEV,56,8.74012379756248e-06,6.403232777012921
1595,kmem_cache_alloc_bulk,56,8.749883738713433e-06,6.789069194612489
311,security_sk_free,56,9.422305242801012e-06,6.087674584429688
565,remove_migration_pte,56,9.478394620661635e-06,6.532620639902171
1238,ns_to_timespec64,56,9.516854812891915e-06,6.082772859258446
351,should_defer_flush.part.0,56,1.046252054485059e-05,6.475746278070308
1640,mark_buffer_dirty,56,1.1469189630230607e-05,-6.622238636339179
1736,maybe_add_creds,56,1.1565065085692256e-05,9.59304176097819
1763,mark_page_accessed,56,1.2091136734264187e-05,6.589953552322772
1254,mod_node_page_state,56,1.2292594299049197e-05,5.957647339352997
732,dentry_free,56,1.275461758028357e-05,5.93968975612042
930,free_vmap_area_rb_augment_cb_rotate,56,1.3344371228094114e-05,5.917717501726808
362,security_task_kill,56,1.4516311551720172e-05,6.289008631744191
910,get_random_u64,56,1.4737644185418407e-05,5.869547723969529
1095,handle_pte_fault,56,1.4927413173708776e-05,5.8633523344413
967,free_swap_cache,56,1.7573073287765406e-05,5.7845458476811675
28,cgroup_show_options,56,1.8551745932924538e-05,5.999154773309855
1445,newidle_balance,56,1.9282412852930048e-05,5.739880204883619
608,enqueue_top_rt_rq,56,1.9559576467552882e-05,5.733023605994277
548,rw_verify_area,56,2.2030236823846958e-05,5.67598332864531
859,dequeue_top_rt_rq,56,2.324121166405565e-05,5.650385522755574
122,cdev_put,56,2.392005731908907e-05,5.865328091616854
557,rq_wait_inc_below,56,2.42581970994997e-05,5.629925869175912
673,create_empty_buffers,56,2.6348376844644817e-05,5.590509459243142
1668,ksm_add_vma,56,2.6713386551226375e-05,6.1154342866831914
353,security_shm_shmat,56,2.739121947365013e-05,5.572029103633563
913,folio_wake_bit,56,2.864944426326485e-05,5.5506708157568925
338,rwb_trace_step,56,2.941665825112511e-05,5.5381151385596645
1645,journal_tag_bytes,56,3.404186241268697e-05,5.973922561553152
574,sb_clear_inode_writeback,56,3.455173607389007e-05,5.4618621569880315
1089,fast_mix,56,3.543079058891787e-05,5.449984582739188
230,bvec_alloc,56,3.712027315015042e-05,5.636843551622691
1483,journal_submit_data_buffers,56,3.751299284805813e-05,5.917694535896857
1200,filldir64,56,3.866793167728131e-05,-5.4087107304234046
1601,jbd2_clear_buffer_revoked_flags,56,3.890367548962615e-05,5.896679835692744
792,do_wp_page,56,3.9668093696323256e-05,5.396672800326756
1488,inode_needs_update_time.part.0,56,4.058399311104099e-05,5.8723127332580685
69,apparmor_path_unlink,56,4.144715107701581e-05,5.580071462060878
790,exit_to_user_mode_prepare,56,4.1882467607362644e-05,5.371092191082661
1334,pollwake,56,4.3101766734817224e-05,5.3575923609360485
471,queue_rcu_work,56,4.377041409185696e-05,5.350354465735156
643,discard_slab,56,4.789251497623207e-05,5.3080935987120075
1525,inet_csk_bind_conflict,56,4.908937458754385e-05,-5.763249146411252
1413,next_signal,56,5.0068458886887794e-05,6.1419644380568705
10,cpufreq_cpu_get,56,5.2303017177144774e-05,5.46098227227554
1734,kernfs_unlink_open_file,56,5.556759803206275e-05,5.692697567971434
600,do_numa_page,56,5.7532007424550325e-05,5.222270025707888
1679,mem_cgroup_track_foreign_dirty_slowpath,56,5.871903013431266e-05,5.661425632158463
559,shm_release,56,5.913658824959905e-05,5.209428225484406
545,rq_depth_scale_down,56,6.313080706000154e-05,5.178949463730361
893,do_set_cpus_allowed,56,7.144620368803929e-05,6.472036481081293
805,ext4_discard_preallocations,56,7.451443503399404e-05,5.101843222613163
936,get_close_on_exec,56,7.64488023057499e-05,5.089948900556275
2,can_vma_merge_before,56,7.680068106773926e-05,5.266306452020658
1332,peernet2id,56,8.617043091725505e-05,5.44604986337641
1265,notify_change,56,8.755261918677453e-05,5.027117434047922
145,blk_account_io_merge_bio,56,8.877999986244888e-05,5.193462822630574
1399,pde_put,56,8.958001222221913e-05,5.016529529143523
1747,jiffies_to_clock_t,56,9.190961691931278e-05,-5.410188830763622
649,eventfd_read,56,0.000102557655092436,4.954057983265706
891,detach_if_pending,56,0.0001027665870080088,4.953119577184179
1633,inet_bind_conflict,56,0.00011140467530241897,-5.303769627481176
1629,ipc_rcu_putref,56,0.00011495101333018491,-5.286512669480097
1684,mempool_free_slab,56,0.00011544066737157946,5.428183079351262
1678,jbd2_journal_file_buffer,56,0.00012006540592671861,5.26257684615158
751,enqueue_entity,56,0.00012022606060120412,4.8808808660744365
1563,khugepaged_enter_vma,56,0.00012159498459838259,5.255623949366581
1727,journal_end_buffer_io_sync,56,0.00012258232031336027,5.251184029553151
1599,kfree_rcu_monitor,56,0.00012296913029256635,5.249454726457639
1423,pty_set_termios,56,0.00012359860518348158,4.868167368261772
1478,inet_bind2_bucket_addr_match,56,0.00012463304972523426,-5.2420798282038
942,flush_tlb_batched_pending,56,0.00012839117721868092,4.850696135033413
611,do_idle,56,0.00012876849558303782,4.84934896435885
876,do_one_broadcast,56,0.00013221762983160347,5.999382862073731
1408,move_expired_inodes,56,0.00013249948886080064,4.836240351862704
587,devlink_compat_phys_port_name_get,56,0.00013556984074457893,-4.825731855776686
1605,jbd2_journal_bmap,56,0.00013999964073332837,5.178447569020608
755,ext4_da_release_space,56,0.00014097224703692562,4.807816992943046
1564,inet_bind_bucket_match,56,0.00014619873829840776,-5.154809025960283
1353,netlink_create,56,0.00014712424385508548,4.788248710436811
636,do_wait,56,0.00014781750769261634,4.786095998473964
1711,journal_finish_inode_data_buffers,56,0.00014845340257102583,5.146468830271496
1474,l3mdev_fib_table_by_index,56,0.00015243142693258801,-5.132069693651262
704,ext4_nonda_switch,56,0.0001531923838137485,4.7697466672901445
1538,ldsem_down_read,56,0.0001567000805484682,5.117046377329026
560,seq_lseek,56,0.0001595808754094085,4.7510570096112605
773,ethtool_get_settings,56,0.00016189961085022388,-4.74446122348799
1526,inet_csk_update_fastreuse,56,0.00016424911382786287,-5.091489780775082
85,check_flush_dependency,56,0.00017119207895743954,5.556077911626198
1543,jbd2_buffer_frozen_trigger,56,0.00017570411350715658,5.05495038972271
1514,inet_rcv_saddr_equal,56,0.00018080525024667378,-5.039467266033065
324,should_numa_migrate_memory,56,0.00018104833532880068,4.7614023908296135
1712,jiffies_to_msecs,56,0.0001854271115313091,-5.025825285825797
1073,inc_rlimit_get_ucounts,56,0.0001857116904622479,4.681801931324039
1308,mpol_new,56,0.00018966600801252146,4.6721935970193
193,cap_mmap_file,56,0.0002041768225364726,4.780779392989588
873,delayed_work_timer_fn,56,0.00021515316782432482,4.614761692655806
232,affine_move_task,56,0.00021584811185165374,4.753559038629664
56,check_pte,56,0.00021870897106713216,4.834247183593154
1603,jbd2_journal_get_log_tail,56,0.0002326894574817345,4.903686616541529
448,secure_ipv4_port_ephemeral,56,0.00023568777345791623,4.5733088954043835
1142,free_unref_page,56,0.00024049233603418168,4.564139760413141
838,do_open,56,0.00024835944020254675,5.131787271791441
417,rtnl_lock,56,0.000275560147674684,-4.502361998085465
237,cap_mmap_addr,56,0.00028529523264855805,4.617511506913742
1055,ext4fs_dirhash,56,0.0003061935871020573,-4.454598809527655
326,select_task_rq_rt,56,0.00030824038540843335,4.451582186693121
1630,inet_bind_hash,56,0.00032405145569386004,-4.727273565702432
80,complete,56,0.00034885288330920033,4.51995231488616
1444,neigh_managed_work,56,0.0003571335145263792,4.384982053714138
1503,ldsem_up_read,56,0.0003660288525329844,4.662886629369673
512,skb_set_owner_w,56,0.00037312791405731287,4.365185877465052
188,can_change_pte_writable,56,0.0003821194174429712,4.475907808253311
862,crc32c_pcl_intel_update,56,0.000384098494205983,4.352097665560652
1115,free_slab,56,0.00044757691967964904,4.283081895033822
1109,in6_dump_addrs,56,0.0004523467735577019,-4.278302425364025
852,enqueue_task_fair,56,0.0004787505651416156,4.2527326261072504
1256,pcpu_next_md_free_region,56,0.0005067984223737941,4.590036220354322
165,blk_finish_plug,56,0.000523237804334733,4.689964674777324
541,sched_slice,56,0.0005380051374374464,4.200178622684437
1594,inet_bhash2_update_saddr,56,0.0005588131929146916,-4.441149023948706
442,security_ipc_permission,56,0.000569967309229069,4.174205228671026
1723,inet_bhash2_reset_saddr,56,0.000583434373033723,4.418709291004676
1586,lock_sock_nested,56,0.0005884365126743256,-4.41426950804876
1701,kmem_cache_free_bulk.part.0,56,0.0005934708348666278,4.4098401713031175
1681,mix_interrupt_randomness,56,0.000648911832375493,4.363468787605233
987,handle_edge_irq,56,0.0006580695261960335,4.447137710450143
1447,nvme_map_data,56,0.0006625262423405779,4.106529778947292
578,do_set_mempolicy,56,0.0007082708688627628,4.076523504324232
1052,free_buffer_head,56,0.000715029588227282,4.07225610381084
1400,native_flush_tlb_local,56,0.0007233307271625218,4.067069976513935
1519,mem_cgroup_handle_over_high,56,0.0007248019002518881,4.306197875404332
361,skb_page_frag_refill,56,0.0008059142672794605,4.018509565565559
63,add_dirent_to_buf,56,0.0008181017314538344,-4.110637876739459
1263,proc_task_name,56,0.0008722072847522846,3.983016382801434
1306,pipe_poll,56,0.0008750901328714403,3.981535000456935
295,security_task_setscheduler,56,0.0009045611138861862,3.9666658321932657
869,ext4_ext_index_trans_blocks,56,0.0009134668835537429,3.9622680450378134
307,rwsem_mark_wake,56,0.0009200382172657106,3.9590505128608
776,drain_zone_pages,56,0.0009322210661018315,3.953145902783323
808,cpuset_task_status_allowed,56,0.0009627765813682343,-3.938670454192107
1757,local_clock,56,0.0010447300830932684,4.118018618505461
330,sock_wfree,56,0.0010629200250954452,3.8942625969673585
937,flush_tlb_func,56,0.0010763798219973698,3.888615891833713
125,apparmor_socket_post_create,56,0.001093537767753525,3.972470539910271
1259,nr_blockdev_pages,56,0.0011123394820430207,3.8738697613393236
692,do_send_sig_info,56,0.0011371006330258262,4.245117414618536
1716,jbd2_write_access_granted,56,0.0011519005655046812,4.068028871252276
809,crng_fast_key_erasure,56,0.001171481099312541,3.8506246532481674
119,chacha_permute,56,0.001191323487680135,3.9317744431628756
1017,handle_irq_event,56,0.0012441747274482273,4.103834004373633
1456,neigh_periodic_work,56,0.001264023595161367,3.857109852837705
665,exact_match,56,0.0013052263774170347,-3.8021141775700706
423,pwq_dec_nr_in_flight,56,0.0013275545187077637,3.794502501467116
1105,inet6_fill_ifaddr,56,0.0013479046187094713,-3.7876756833566354
61,cpus_read_unlock,56,0.001386434473163906,3.8597825019404515
1092,hook_file_truncate,56,0.0014459886037875682,3.7561516497681287
738,ext4_process_freed_data,56,0.0014554928921396697,3.753211210054085
662,cpuset_node_allowed,56,0.0015281605806907947,3.7313425733575833
1075,get_random_u16,56,0.0015492446623593425,3.7251913783996318
1584,inet_bind2_bucket_find,56,0.0015796930298801865,-3.907047433639967
1374,netlink_trim,56,0.0016566718872904143,3.6950912527552195
1457,override_release,56,0.001691271880994251,3.6858094795430554
1226,ns_prune_dentry,56,0.0018589402334269524,3.643352009828423
589,deactivate_slab,56,0.0018701150917391058,3.6766942765031247
1199,gve_get_link_ksettings,56,0.0018715563181737167,-3.640313171587289
539,rtnl_xdp_prog_skb,56,0.0019598921046384108,-3.61958956173986
1540,jbd2_journal_grab_journal_head,56,0.001975442798558881,3.79364545941312
1703,inode_newsize_ok,56,0.00197821912880611,-3.7929343266214985
1340,pty_unix98_remove,56,0.002011071748277284,3.6080034883679204
192,cap_task_prctl,56,0.002059540171481823,3.6722655415534122
1541,jbd2_journal_begin_ordered_truncate,56,0.0020812616185343093,3.767233184438008
1422,prepare_creds,56,0.0021272963879883787,3.7561654784549576
1473,kthread_set_per_cpu,56,0.002227603560509556,4.2235895423559935
354,skb_condense,56,0.0022709471631043787,3.5533539927844364
1225,pty_write_room,56,0.002413375611992295,3.5259802148233366
96,anon_vma_interval_tree_iter_next,56,0.0024890939791962032,3.6260500871076276
5,class_to_subsys,56,0.002546228911553073,3.5718489257206665
1082,folio_wait_writeback,56,0.0025766794182269445,3.496498885631449
488,softlockup_fn,56,0.002602378596397211,3.492028625047672
250,cgroup_file_open,56,0.002822920228441231,3.5230163581462315
1649,jbd2_journal_dirty_metadata,56,0.0029046163812414707,3.598934500059493
143,add_wait_queue,56,0.002906951308756387,3.5091293243628625
563,queued_read_lock_slowpath,56,0.0029164965655554234,3.4718816272580098
1415,netdev_master_upper_dev_get_rcu,56,0.003155852114309733,-3.4050727562397665
1673,kernfs_dir_pos,56,0.0031872732640516885,-3.5521525683013424
1531,mempolicy_slab_node,56,0.0034412720367146587,3.5135526305292486
1010,hugetlb_report_node_meminfo,56,0.003449012685926215,-3.364945285477061
1293,native_queued_spin_lock_slowpath,56,0.003565757274601897,3.349894696295154
886,dev_attr_show,56,0.0036387299847925303,-3.3407317382687456
713,ext4_initialize_dirent_tail,56,0.003799791423726702,-3.3211320428240074
889,dev_get_flags,56,0.003897350382724014,-3.3096538182769124
416,set_tlb_ubc_flush_pending,56,0.004165810369741211,3.467501838332118
769,dev_get_iflink,56,0.004231147535173603,-3.2724128001504718
1726,kernfs_dop_revalidate,56,0.004372304529845671,3.3931220793938794
1346,printk_parse_prefix,56,0.004415439670652891,-3.567362997623338
1626,ipv4_mtu,56,0.004475380376979266,-3.3814090588189676
470,shmem_file_read_iter,56,0.004589972080163111,3.235469485874722
1335,page_vma_mapped_walk,56,0.004762176895133598,3.309806525995332
840,detach_tasks,56,0.004775613654204862,3.217454502622482
385,security_shm_shmctl,56,0.004933528618896018,3.2026624283017733
1664,jbd2_journal_cancel_revoke,56,0.005116961223169818,3.314074675982338
1173,fasync_remove_entry,56,0.005124937456160959,3.1853425052000675
1463,page_add_anon_rmap,56,0.005178423862581105,3.3542294117900013
1118,get_random_bytes_user,56,0.005354654162194123,3.165373388859006
1555,lookup_bh_lru,56,0.0054818418566697485,3.279456174070392
1536,is_bad_inode,56,0.0056027230022727146,3.2684934484236
874,dequeue_entity,56,0.005824498798052738,3.127014950647937
1270,mod_zone_page_state,56,0.006171795590286794,3.10055693577283
959,get_nodes,56,0.006383418150018441,3.08513816083509
1120,htab_map_get_next_key,56,0.0067639246871468665,3.0586272613352263
107,arch_prctl_spec_ctrl_get,56,0.006835296166669392,-3.1031036201271407
321,sock_i_uid,56,0.006913373489394527,-3.0486101189449695
1050,get_random_bytes,56,0.006932159046331801,3.047365912704183
584,ext4_ext_next_allocated_block,56,0.007254791440736947,3.9834279481574133
1477,jbd2_journal_release_jbd_inode,56,0.007324637082242909,3.1337348747923195
660,ext4_dirty_folio,56,0.008057142433939518,2.9782635202545236
279,apparmor_sock_graft,56,0.008425910868218872,3.003038990031856
641,decay_load,56,0.008562036490493152,2.9502485025388037
680,devpts_get_priv,56,0.008850790791520199,-2.9349374615269155
65,blk_attempt_bio_merge.part.0,56,0.009168039985941106,3.220457051848987
826,destroy_large_folio,56,0.009220707224725781,-2.916014186759415
43,alloc_misplaced_dst_folio,56,0.009566125922620612,2.9685322192616703
579,dequeue_rt_stack,56,0.009742444666941076,3.025841099902313
492,rmap_walk_file,56,0.009976372047666802,3.055812589637316
197,collect_sigign_sigcatch.constprop.0,56,0.010487221279829189,-2.897871789233437
1081,futex_wait_queue,56,0.010601135764002225,3.134933707524877
1194,inet_addr_type_table,56,0.010677547081682842,-2.848001881014064
419,security_socket_create,56,0.011365025444423535,2.818962717251694
281,complete_signal,56,0.011462038234405636,2.8794618881146503
847,enqueue_hrtimer,56,0.011565043070549038,2.810831117367519
763,do_softirq.part.0,56,0.011698222923681808,2.805491419377408
1231,native_send_call_func_ipi,56,0.011901717046980892,-2.797444333942706
436,rtnl_fill_vf,56,0.011936510862122234,-2.7960816754739857
504,sock_def_readable,56,0.01219532461212735,2.7860636594319024
510,rtnl_is_locked,56,0.01228958610246545,-2.782465683591131
1728,inet_csk_listen_stop,56,0.012616164205857844,2.859306343555984
1742,mnt_cursor_del,56,0.012915059188817196,2.8474365178338545
542,sk_stream_wait_close,56,0.013127146385064854,2.7516107730826684
760,dcache_readdir,56,0.013211774259980722,-2.7485988951336067
1294,put_pid,56,0.01341592877974306,2.741408490941441
716,ext4_get_reserved_space,56,0.01345259326626974,2.740128261823826
800,ext4_can_extents_be_merged.constprop.0,56,0.01353618187023577,2.991617560987406
105,cgroup_sk_clone,56,0.013608679072537834,2.7718392303719406
227,anon_vma_interval_tree_iter_first,56,0.013650027856860703,2.79304004232276
1410,profile_signal_perm,56,0.013687475965181448,2.8856016148342385
1206,check_kill_permission,56,0.013745008411448724,3.1428964772919
1524,inet_release,56,0.013846087028628431,-2.8121156611779785
1468,nvme_unmap_data,56,0.014646273937640826,2.70017326205079
383,sock_copy_user_timeval,56,0.014786905660674043,2.695672705255766
853,dev_ifconf,56,0.01479880483782638,2.695293780416324
727,dev_get_phys_port_id,56,0.015112620972530272,-2.685403999978432
106,cpus_read_lock,56,0.015378728812850113,2.712323236462398
337,setup_object,56,0.01563693851693586,2.6693094599335527
1300,module_put,56,0.016066829755684783,2.6564927930881557
490,skb_put,56,0.016560304459036976,2.642177127948863
1628,ipv4_conntrack_local,56,0.017116860162961694,-2.7041529583454134
1482,jbd2_journal_put_journal_head,56,0.01724589041230338,2.700318502181539
672,do_timerfd_settime,56,0.018114579194454708,2.8214828391369067
1116,get_signal,56,0.01885648334551349,2.580487216861772
580,do_output_char,56,0.01885848136517789,2.595402713422894
747,dev_lstats_read,56,0.019107622889586073,2.574178487248963
1386,napi_schedule_prep,56,0.019312371002981426,2.583891690428866
1460,mutex_spin_on_owner,56,0.01981766817719892,2.5567577227887575
1493,inode_cgwb_move_to_attached,56,0.019993015162588657,2.9981984599506393
890,dev_get_stats,56,0.020177304390722524,-2.5481583125825056
1320,nvme_complete_batch_req,56,0.020359606267416872,2.543854430391058
691,detach_entity_load_avg,56,0.020536018914562918,2.5397241295028383
1600,loopback_xmit,56,0.020691172504382793,-2.607055708746688
664,cubictcp_cwnd_event,56,0.020727614835907637,2.535276159910435
1360,net_rx_action,56,0.020897010921612152,2.531375803210551
1412,mntput,56,0.02096449323439003,2.5298303308469903
920,folio_alloc_buffers,56,0.021082029667664866,2.5271497075098615
263,core_cpus_read,56,0.02120065444824235,2.5547032039376245
1078,folio_memcg_unlock,56,0.021373484394622368,2.5205629671895093
1167,folio_memcg_lock,56,0.021800700541743125,2.5110596696631857
1663,kmalloc_reserve,56,0.022299585211096998,-2.568558960073022
1724,kernel_termios_to_user_termios_1,56,0.022576909457337195,2.562193104342296
460,remove_wait_queue,56,0.02269435198658845,2.4917357412332692
1440,mutex_is_locked,56,0.02276240964349209,2.490293621298983
906,find_group_other,56,0.023274266368403913,2.4795758171747133
721,dequeue_task_fair,56,0.023760739502672972,2.4695931328732006
789,do_softirq,56,0.024904788337620613,2.4599238053986507
526,session_clear_tty,56,0.024906545094990566,2.4468194485897197
677,do_tcp_setsockopt,56,0.02522821530260156,-2.4406028689329817
744,cubictcp_init,56,0.025733839256829212,2.43097991207373
464,rq_depth_scale_up,56,0.02590662678964606,2.4551052983907944
1099,folio_mkclean,56,0.026691774668685043,2.413224775662569
739,deactivate_task,56,0.027932779624756838,2.3910895508803014
632,dev_xdp_prog_id,56,0.028998354827992918,-2.3728048454508395
957,fscrypt_mergeable_bio,56,0.030497360872091643,2.3481163484014376
799,devpts_kill_index,56,0.03135669781926817,2.3344681771618045
1624,isolate_lru_page,56,0.031653242079318605,2.599279373947969
655,ext4_mb_put_pa.isra.0,56,0.032529294893141776,2.316395334565899
1592,loopback_get_stats64,56,0.032785867930935936,2.3684964697206854
810,devpts_new_index,56,0.033093213248654746,-2.3079183202555487
339,put_timespec64,56,0.03467649388905711,2.284814768283424
1385,ptep_clear_flush,56,0.03546116871514179,2.311009023184398
451,rwsem_down_read_slowpath,56,0.03552511034416087,2.368083428324441
1271,netlink_compare_arg_init,56,0.036554360142601584,2.258646272799687
576,do_accept,56,0.03660436910934466,2.2579665180446242
1321,netlink_skb_set_owner_r,56,0.0383344611751133,2.234962358244531
180,cgroup_file_release,56,0.038387139481639916,2.2564446476806173
366,set_normalized_timespec64,56,0.038408233144864294,2.234002882204518
1744,mem_cgroup_sk_alloc,56,0.03900547964903418,-2.27710278799844
1161,ext4_xattr_delete_inode,56,0.03913872038679923,2.224592748963272
610,exact_lock,56,0.03917389932084215,-2.2241436675106288
322,seq_write,56,0.04087191500683114,-2.202896752744465
