,ranks,experiment,iteration,time_seconds,nodes,percent_cpu_utilization
696,28,singularity,21,12.0,1,100.0
697,28,singularity,14,12.0,1,100.0
698,56,singularity,223,7.0,1,100.0
699,28,singularity,13,12.0,1,100.0
700,56,singularity,362,8.0,1,100.0
701,28,singularity,5,12.0,1,100.0
702,56,singularity,421,8.0,1,100.0
703,28,singularity,24,12.0,1,100.0
704,28,singularity,17,12.0,1,100.0
705,14,singularity,16,22.0,1,100.0
706,14,singularity,14,21.0,1,100.0
707,28,singularity,20,12.0,1,100.0
708,14,singularity,5,21.0,1,100.0
709,56,singularity,117,7.0,1,100.0
710,56,singularity,384,7.0,1,100.0
711,28,singularity,28,12.0,1,100.0
712,56,singularity,55,7.0,1,100.0
713,28,singularity,19,12.0,1,99.9
714,28,singularity,20,12.0,1,100.0
715,28,singularity,27,12.0,1,100.0
716,28,singularity,31,12.0,1,100.0
717,28,singularity,30,12.0,1,100.0
718,28,singularity,21,12.0,1,100.0
719,56,singularity,51,7.0,1,100.0
720,14,singularity,24,22.0,1,100.0
721,28,singularity,16,12.0,1,100.0
722,14,singularity,24,22.0,1,100.0
723,56,singularity,76,7.0,1,100.0
724,28,singularity,32,12.0,1,100.0
725,14,singularity,24,22.0,1,100.0
726,28,singularity,29,12.0,1,100.0
727,14,singularity,18,21.0,1,100.0
728,56,singularity,56,7.0,1,100.0
729,28,singularity,6,12.0,1,100.0
730,28,singularity,9,12.0,1,100.0
731,28,singularity,7,12.0,1,100.0
732,28,singularity,11,12.0,1,100.0
733,56,singularity,163,7.0,1,100.0
734,56,singularity,370,7.0,1,100.0
735,56,singularity,89,7.0,1,100.0
736,56,singularity,84,7.0,1,100.0
737,14,singularity,3,22.0,1,100.0
738,28,singularity,32,12.0,1,100.0
739,28,singularity,21,12.0,1,100.0
740,28,singularity,15,12.0,1,100.0
741,14,singularity,7,22.0,1,100.0
742,56,singularity,72,7.0,1,100.0
743,28,singularity,12,12.0,1,100.0
744,56,singularity,31,8.0,1,100.0
745,28,singularity,1,12.0,1,100.0
746,14,singularity,4,22.0,1,100.0
747,56,singularity,102,7.0,1,100.0
748,56,singularity,326,7.0,1,100.0
749,56,singularity,109,7.0,1,100.0
750,28,singularity,12,12.0,1,100.0
751,56,singularity,394,7.0,1,100.0
752,14,singularity,31,22.0,1,100.0
753,28,singularity,22,12.0,1,100.0
754,28,singularity,26,12.0,1,100.0
755,14,singularity,3,22.0,1,100.0
756,56,singularity,423,7.0,1,100.0
757,14,singularity,21,22.0,1,100.0
758,28,singularity,2,12.0,1,100.0
759,56,singularity,246,7.0,1,100.0
760,56,singularity,172,7.0,1,100.0
761,56,singularity,323,7.0,1,100.0
762,14,singularity,10,22.0,1,100.0
763,14,singularity,7,22.0,1,100.0
764,14,singularity,9,22.0,1,100.0
765,56,singularity,270,7.0,1,100.0
766,28,singularity,19,12.0,1,100.0
767,56,singularity,179,7.0,1,100.0
768,56,singularity,453,7.0,1,100.0
769,28,singularity,12,12.0,1,100.0
770,56,singularity,411,7.0,1,100.0
771,28,singularity,16,12.0,1,100.0
772,56,singularity,170,7.0,1,100.0
773,56,singularity,132,7.0,1,100.0
774,28,singularity,25,12.0,1,100.0
775,14,singularity,22,21.0,1,100.0
776,28,singularity,25,12.0,1,100.0
777,28,singularity,3,12.0,1,100.0
778,14,singularity,8,22.0,1,100.0
779,14,singularity,30,21.0,1,100.0
780,28,singularity,11,12.0,1,100.0
781,56,singularity,330,7.0,1,100.0
782,56,singularity,70,7.0,1,100.0
783,14,singularity,20,22.0,1,100.0
784,56,singularity,67,7.0,1,100.0
785,14,singularity,23,23.0,1,100.0
786,28,singularity,1,13.0,1,100.0
787,28,singularity,30,12.0,1,100.0
788,28,singularity,26,12.0,1,100.0
789,28,singularity,16,12.0,1,100.0
790,14,singularity,14,22.0,1,100.0
791,56,singularity,195,7.0,1,100.0
792,14,singularity,7,23.0,1,100.0
793,56,singularity,108,7.0,1,100.0
794,28,singularity,2,12.0,1,100.0
795,14,singularity,13,22.0,1,100.0
796,14,singularity,16,22.0,1,100.0
797,28,singularity,27,12.0,1,100.0
798,56,singularity,6,7.0,1,100.0
799,28,singularity,29,12.0,1,100.0
800,14,singularity,29,21.0,1,100.0
801,14,singularity,28,22.0,1,100.0
802,28,singularity,16,12.0,1,100.0
803,28,singularity,24,12.0,1,100.0
804,14,singularity,27,22.0,1,100.0
805,56,singularity,341,7.0,1,100.0
806,14,singularity,15,22.0,1,100.0
807,28,singularity,18,12.0,1,100.0
808,28,singularity,9,12.0,1,99.9
809,56,singularity,457,7.0,1,100.0
810,28,singularity,1,12.0,1,100.0
811,56,singularity,107,8.0,1,100.0
812,28,singularity,31,12.0,1,100.0
813,56,singularity,201,7.0,1,100.0
814,56,singularity,409,7.0,1,100.0
815,56,singularity,189,7.0,1,100.0
816,14,singularity,1,21.0,1,100.0
817,28,singularity,15,12.0,1,100.0
818,28,singularity,19,12.0,1,100.0
819,56,singularity,415,7.0,1,100.0
820,56,singularity,115,7.0,1,100.0
821,56,singularity,125,7.0,1,100.0
822,28,singularity,28,12.0,1,100.0
823,56,singularity,335,7.0,1,100.0
824,14,singularity,13,22.0,1,100.0
825,28,singularity,24,12.0,1,100.0
826,28,singularity,17,12.0,1,100.0
827,56,singularity,40,7.0,1,100.0
828,14,singularity,1,22.0,1,100.0
829,28,singularity,9,12.0,1,100.0
830,28,singularity,3,12.0,1,100.0
831,28,singularity,10,12.0,1,100.0
832,14,singularity,15,22.0,1,100.0
833,14,singularity,30,22.0,1,100.0
834,14,singularity,12,22.0,1,100.0
835,28,singularity,20,12.0,1,100.0
836,56,singularity,184,7.0,1,100.0
837,14,singularity,1,22.0,1,100.0
838,28,singularity,19,12.0,1,100.0
839,14,singularity,27,21.0,1,100.0
840,28,singularity,17,12.0,1,100.0
841,56,singularity,23,7.0,1,100.0
842,28,singularity,21,12.0,1,100.0
843,14,singularity,15,22.0,1,100.0
844,28,singularity,5,12.0,1,100.0
845,56,singularity,121,7.0,1,100.0
846,28,singularity,2,12.0,1,100.0
847,14,singularity,11,22.0,1,100.0
848,56,singularity,402,7.0,1,100.0
849,28,singularity,20,12.0,1,100.0
850,28,singularity,11,12.0,1,100.0
851,56,singularity,103,7.0,1,100.0
852,14,singularity,17,22.0,1,100.0
853,28,singularity,1,12.0,1,100.0
854,14,singularity,30,21.0,1,100.0
855,14,singularity,29,22.0,1,100.0
856,56,singularity,114,7.0,1,100.0
857,56,singularity,244,7.0,1,100.0
858,14,singularity,19,22.0,1,100.0
859,14,singularity,25,22.0,1,100.0
860,14,singularity,1,21.0,1,100.0
861,56,singularity,236,7.0,1,100.0
862,14,singularity,9,22.0,1,100.0
863,28,singularity,11,12.0,1,100.0
864,56,singularity,346,7.0,1,100.0
865,14,singularity,4,22.0,1,100.0
866,28,singularity,25,12.0,1,100.0
867,28,singularity,18,12.0,1,100.0
868,28,singularity,20,12.0,1,100.0
869,14,singularity,32,22.0,1,100.0
870,56,singularity,414,7.0,1,100.0
871,14,singularity,25,22.0,1,100.0
872,56,singularity,78,7.0,1,100.0
873,56,singularity,396,7.0,1,100.0
874,56,singularity,83,7.0,1,100.0
875,28,singularity,4,12.0,1,100.0
876,56,singularity,211,7.0,1,100.0
877,14,singularity,6,22.0,1,100.0
878,14,singularity,1,22.0,1,100.0
879,28,singularity,27,12.0,1,100.0
880,14,singularity,14,22.0,1,100.0
881,14,singularity,25,22.0,1,100.0
882,28,singularity,14,12.0,1,100.0
883,28,singularity,4,12.0,1,100.0
884,56,singularity,261,7.0,1,100.0
885,56,singularity,150,7.0,1,100.0
886,28,singularity,18,12.0,1,100.0
887,14,singularity,7,21.0,1,100.0
888,56,singularity,468,7.0,1,100.0
889,56,singularity,53,7.0,1,100.0
890,28,singularity,23,12.0,1,100.0
891,14,singularity,6,21.0,1,100.0
892,56,singularity,39,7.0,1,100.0
893,14,singularity,8,23.0,1,100.0
894,14,singularity,3,22.0,1,100.0
895,56,singularity,154,7.0,1,100.0
896,14,singularity,31,22.0,1,100.0
897,14,singularity,17,22.0,1,100.0
898,56,singularity,77,8.0,1,100.0
899,56,singularity,430,7.0,1,100.0
900,56,singularity,48,7.0,1,100.0
901,28,singularity,8,12.0,1,100.0
902,14,singularity,3,22.0,1,100.0
903,14,singularity,24,22.0,1,100.0
904,28,singularity,3,12.0,1,100.0
905,14,singularity,16,22.0,1,100.0
906,56,singularity,467,8.0,1,100.0
907,56,singularity,385,7.0,1,100.0
908,14,singularity,18,22.0,1,100.0
909,14,singularity,6,21.0,1,100.0
910,14,singularity,5,21.0,1,100.0
911,56,singularity,440,7.0,1,100.0
912,56,singularity,37,7.0,1,100.0
913,14,singularity,14,22.0,1,100.0
914,28,singularity,27,12.0,1,100.0
915,14,singularity,23,22.0,1,100.0
916,14,singularity,7,21.0,1,100.0
917,28,singularity,8,12.0,1,100.0
918,14,singularity,16,22.0,1,100.0
919,28,singularity,8,13.0,1,100.0
920,14,singularity,3,22.0,1,100.0
921,56,singularity,46,7.0,1,100.0
922,56,singularity,426,7.0,1,100.0
923,56,singularity,442,7.0,1,100.0
924,56,singularity,185,7.0,1,100.0
925,14,singularity,12,23.0,1,100.0
926,56,singularity,18,7.0,1,100.0
927,28,singularity,6,12.0,1,100.0
928,28,singularity,14,12.0,1,100.0
929,14,singularity,20,22.0,1,100.0
930,28,singularity,31,12.0,1,100.0
931,14,singularity,13,22.0,1,100.0
932,28,singularity,12,12.0,1,100.0
933,56,singularity,91,8.0,1,100.0
934,56,singularity,196,8.0,1,100.0
935,56,singularity,52,7.0,1,100.0
936,56,singularity,14,7.0,1,99.9
937,28,singularity,3,12.0,1,100.0
938,56,singularity,379,7.0,1,100.0
939,56,singularity,234,7.0,1,100.0
940,28,singularity,17,12.0,1,100.0
941,14,singularity,4,22.0,1,100.0
942,28,singularity,2,12.0,1,100.0
943,56,singularity,306,7.0,1,100.0
944,14,singularity,18,21.0,1,100.0
945,14,singularity,14,22.0,1,100.0
946,56,singularity,450,7.0,1,100.0
947,14,singularity,11,22.0,1,100.0
948,14,singularity,8,22.0,1,100.0
949,56,singularity,215,7.0,1,100.0
950,28,singularity,5,12.0,1,100.0
951,28,singularity,8,12.0,1,100.0
952,56,singularity,368,7.0,1,100.0
953,28,singularity,25,12.0,1,100.0
954,14,singularity,28,22.0,1,100.0
955,28,singularity,15,12.0,1,100.0
956,28,singularity,5,12.0,1,100.0
957,28,singularity,30,12.0,1,100.0
958,56,singularity,312,7.0,1,100.0
959,28,singularity,29,12.0,1,100.0
960,28,singularity,15,12.0,1,100.0
961,56,singularity,279,7.0,1,100.0
962,28,singularity,30,12.0,1,100.0
963,56,singularity,301,8.0,1,100.0
964,56,singularity,375,7.0,1,100.0
965,56,singularity,321,7.0,1,100.0
966,14,singularity,16,22.0,1,100.0
967,14,singularity,32,22.0,1,100.0
968,56,singularity,36,7.0,1,100.0
969,28,singularity,11,12.0,1,100.0
970,14,singularity,2,21.0,1,100.0
971,14,singularity,2,22.0,1,100.0
972,56,singularity,26,7.0,1,100.0
973,14,singularity,8,22.0,1,100.0
974,56,singularity,57,7.0,1,100.0
975,28,singularity,7,12.0,1,100.0
976,28,singularity,6,12.0,1,100.0
977,56,singularity,243,7.0,1,100.0
978,56,singularity,462,7.0,1,100.0
979,56,singularity,209,7.0,1,100.0
980,14,singularity,16,22.0,1,100.0
981,56,singularity,432,7.0,1,100.0
982,14,singularity,19,22.0,1,100.0
983,56,singularity,358,7.0,1,100.0
984,28,singularity,22,12.0,1,100.0
985,14,singularity,27,22.0,1,100.0
986,56,singularity,90,7.0,1,100.0
987,14,singularity,13,22.0,1,100.0
988,14,singularity,23,22.0,1,100.0
989,28,singularity,18,12.0,1,100.0
990,14,singularity,11,22.0,1,100.0
991,28,singularity,32,12.0,1,100.0
992,28,singularity,25,12.0,1,100.0
993,14,singularity,31,21.0,1,100.0
994,56,singularity,190,7.0,1,100.0
995,28,singularity,24,12.0,1,100.0
996,14,singularity,27,22.0,1,100.0
997,56,singularity,197,8.0,1,100.0
998,14,singularity,22,22.0,1,100.0
999,28,singularity,22,12.0,1,100.0
1000,28,singularity,2,12.0,1,99.9
1001,14,singularity,21,22.0,1,100.0
1002,28,singularity,13,12.0,1,100.0
1003,14,singularity,26,21.0,1,100.0
1004,28,singularity,16,12.0,1,100.0
1005,14,singularity,2,22.0,1,100.0
1006,28,singularity,7,12.0,1,100.0
1007,56,singularity,74,7.0,1,100.0
1008,28,singularity,28,12.0,1,100.0
1009,14,singularity,21,22.0,1,100.0
1010,56,singularity,183,7.0,1,100.0
1011,56,singularity,255,7.0,1,100.0
1012,56,singularity,63,7.0,1,100.0
1013,56,singularity,369,7.0,1,100.0
1014,14,singularity,2,22.0,1,100.0
1015,14,singularity,11,21.0,1,100.0
1016,14,singularity,31,22.0,1,100.0
1017,56,singularity,155,7.0,1,100.0
1018,28,singularity,23,12.0,1,100.0
1019,14,singularity,23,22.0,1,100.0
1020,56,singularity,302,8.0,1,100.0
1021,56,singularity,352,7.0,1,100.0
1022,28,singularity,4,12.0,1,100.0
1023,14,singularity,12,22.0,1,100.0
1024,14,singularity,15,22.0,1,100.0
1025,14,singularity,5,21.0,1,100.0
1026,14,singularity,1,22.0,1,100.0
1027,14,singularity,32,21.0,1,100.0
1028,56,singularity,348,7.0,1,100.0
1029,28,singularity,3,12.0,1,100.0
1030,28,singularity,20,12.0,1,100.0
1031,56,singularity,94,7.0,1,99.9
1032,56,singularity,85,7.0,1,100.0
1033,14,singularity,0,22.0,1,100.0
1034,28,singularity,9,12.0,1,100.0
1035,14,singularity,17,22.0,1,100.0
1036,14,singularity,12,22.0,1,100.0
1037,28,singularity,8,12.0,1,100.0
1038,14,singularity,9,22.0,1,100.0
1039,56,singularity,166,8.0,1,99.9
1040,14,singularity,30,23.0,1,100.0
1041,28,singularity,11,12.0,1,100.0
1042,28,singularity,22,12.0,1,100.0
1043,14,singularity,27,21.0,1,100.0
1044,14,singularity,28,22.0,1,100.0
1045,28,singularity,28,12.0,1,100.0
1046,28,singularity,3,12.0,1,100.0
1047,56,singularity,471,7.0,1,100.0
1048,14,singularity,23,21.0,1,100.0
1049,56,singularity,105,7.0,1,100.0
1050,14,singularity,27,22.0,1,100.0
1051,14,singularity,9,21.0,1,100.0
1052,28,singularity,23,12.0,1,100.0
1053,56,singularity,294,7.0,1,100.0
1054,14,singularity,10,22.0,1,100.0
1055,28,singularity,17,12.0,1,100.0
1056,56,singularity,161,7.0,1,100.0
1057,56,singularity,220,7.0,1,100.0
1058,56,singularity,285,7.0,1,100.0
1059,28,singularity,7,12.0,1,100.0
1060,28,singularity,2,12.0,1,100.0
1061,14,singularity,11,22.0,1,100.0
1062,14,singularity,30,21.0,1,100.0
1063,56,singularity,100,7.0,1,100.0
1064,56,singularity,145,7.0,1,100.0
1065,28,singularity,28,12.0,1,100.0
1066,28,singularity,2,12.0,1,100.0
1067,56,singularity,393,7.0,1,100.0
1068,28,singularity,1,12.0,1,100.0
1069,56,singularity,475,7.0,1,100.0
1070,28,singularity,32,12.0,1,100.0
1071,28,singularity,31,12.0,1,100.0
1072,14,singularity,13,22.0,1,100.0
1073,14,singularity,18,21.0,1,100.0
1074,56,singularity,43,7.0,1,100.0
1075,28,singularity,32,12.0,1,100.0
1076,56,singularity,445,7.0,1,100.0
1077,14,singularity,19,22.0,1,100.0
1078,14,singularity,1,22.0,1,100.0
1079,56,singularity,68,7.0,1,100.0
1080,56,singularity,214,7.0,1,100.0
1081,14,singularity,28,22.0,1,100.0
1082,14,singularity,6,22.0,1,100.0
1083,28,singularity,19,12.0,1,100.0
1084,14,singularity,10,22.0,1,100.0
1085,56,singularity,472,7.0,1,100.0
1086,14,singularity,30,22.0,1,100.0
1087,14,singularity,25,22.0,1,100.0
1088,56,singularity,33,7.0,1,100.0
1089,56,singularity,124,7.0,1,100.0
1090,14,singularity,26,22.0,1,100.0
1091,14,singularity,17,22.0,1,100.0
1092,14,singularity,7,22.0,1,100.0
1093,28,singularity,15,12.0,1,100.0
1094,56,singularity,277,7.0,1,100.0
1095,28,singularity,14,12.0,1,100.0
1096,14,singularity,12,22.0,1,100.0
1097,14,singularity,27,22.0,1,100.0
1098,28,singularity,17,12.0,1,100.0
1099,56,singularity,342,7.0,1,100.0
1100,56,singularity,355,7.0,1,100.0
1101,28,singularity,30,12.0,1,100.0
1102,14,singularity,29,22.0,1,100.0
1103,28,singularity,14,12.0,1,100.0
1104,14,singularity,17,22.0,1,100.0
1105,28,singularity,19,12.0,1,100.0
1106,28,singularity,23,12.0,1,100.0
1107,56,singularity,130,7.0,1,100.0
1108,56,singularity,87,7.0,1,100.0
1109,28,singularity,22,12.0,1,100.0
1110,14,singularity,2,22.0,1,100.0
1111,14,singularity,23,21.0,1,100.0
1112,14,singularity,16,22.0,1,100.0
1113,28,singularity,18,12.0,1,100.0
1114,28,singularity,3,12.0,1,100.0
1115,56,singularity,199,7.0,1,99.9
1116,28,singularity,8,12.0,1,100.0
1117,56,singularity,239,7.0,1,100.0
1118,28,singularity,23,12.0,1,100.0
1119,56,singularity,428,7.0,1,100.0
1120,14,singularity,14,22.0,1,100.0
1121,56,singularity,151,7.0,1,100.0
1122,56,singularity,403,7.0,1,100.0
1123,14,singularity,24,23.0,1,100.0
1124,28,singularity,2,12.0,1,100.0
1125,56,singularity,291,7.0,1,100.0
1126,14,singularity,1,22.0,1,100.0
1127,14,singularity,14,21.0,1,100.0
1128,56,singularity,377,8.0,1,100.0
1129,14,singularity,15,22.0,1,100.0
1130,14,singularity,8,21.0,1,100.0
1131,14,singularity,4,22.0,1,100.0
1132,56,singularity,175,7.0,1,100.0
1133,14,singularity,9,22.0,1,100.0
1134,56,singularity,98,7.0,1,100.0
1135,14,singularity,1,22.0,1,100.0
1136,14,singularity,27,22.0,1,100.0
1137,56,singularity,129,7.0,1,100.0
1138,14,singularity,22,21.0,1,100.0
1139,14,singularity,18,22.0,1,100.0
1140,56,singularity,227,8.0,1,100.0
1141,56,singularity,177,7.0,1,99.9
1142,14,singularity,17,22.0,1,100.0
1143,56,singularity,126,7.0,1,100.0
1144,14,singularity,18,21.0,1,100.0
1145,56,singularity,331,7.0,1,100.0
1146,56,singularity,192,7.0,1,100.0
1147,14,singularity,27,22.0,1,100.0
1148,14,singularity,29,21.0,1,100.0
1149,28,singularity,9,12.0,1,100.0
1150,14,singularity,6,23.0,1,100.0
1151,14,singularity,13,22.0,1,100.0
1152,14,singularity,12,21.0,1,100.0
1153,28,singularity,6,12.0,1,100.0
1154,28,singularity,18,12.0,1,99.9
1155,56,singularity,276,7.0,1,100.0
1156,28,singularity,29,12.0,1,100.0
1157,28,singularity,10,12.0,1,100.0
1158,28,singularity,28,12.0,1,100.0
1159,14,singularity,3,21.0,1,100.0
1160,56,singularity,165,7.0,1,100.0
1161,14,singularity,12,22.0,1,100.0
1162,28,singularity,23,12.0,1,100.0
1163,56,singularity,477,7.0,1,99.9
1164,14,singularity,20,22.0,1,100.0
1165,56,singularity,135,7.0,1,100.0
1166,56,singularity,225,7.0,1,100.0
1167,56,singularity,258,7.0,1,100.0
1168,28,singularity,12,12.0,1,100.0
1169,14,singularity,25,22.0,1,100.0
1170,28,singularity,16,12.0,1,100.0
1171,28,singularity,11,12.0,1,100.0
1172,56,singularity,333,7.0,1,100.0
1173,28,singularity,12,12.0,1,100.0
1174,14,singularity,16,22.0,1,100.0
1175,14,singularity,32,22.0,1,100.0
1176,14,singularity,22,21.0,1,100.0
1177,14,singularity,20,22.0,1,100.0
1178,28,singularity,17,12.0,1,100.0
1179,28,singularity,4,12.0,1,100.0
1180,14,singularity,31,22.0,1,100.0
1181,56,singularity,86,7.0,1,100.0
1182,56,singularity,405,7.0,1,100.0
1183,28,singularity,7,12.0,1,100.0
1184,14,singularity,27,22.0,1,100.0
1185,28,singularity,17,12.0,1,100.0
1186,28,singularity,2,12.0,1,100.0
1187,14,singularity,7,22.0,1,100.0
1188,28,singularity,29,12.0,1,100.0
1189,28,singularity,20,12.0,1,100.0
1190,14,singularity,12,22.0,1,100.0
1191,14,singularity,19,22.0,1,100.0
1192,56,singularity,93,7.0,1,100.0
1193,28,singularity,14,12.0,1,100.0
1194,56,singularity,299,7.0,1,100.0
1195,56,singularity,202,7.0,1,100.0
1196,28,singularity,28,12.0,1,100.0
1197,14,singularity,4,23.0,1,100.0
1198,56,singularity,242,8.0,1,100.0
1199,28,singularity,22,12.0,1,100.0
1200,14,singularity,10,22.0,1,100.0
1201,14,singularity,20,22.0,1,100.0
1202,14,singularity,20,22.0,1,100.0
1203,56,singularity,30,7.0,1,100.0
1204,56,singularity,367,7.0,1,100.0
1205,28,singularity,16,12.0,1,100.0
1206,28,singularity,26,12.0,1,100.0
1207,28,singularity,17,12.0,1,100.0
1208,56,singularity,390,7.0,1,100.0
1209,56,singularity,439,7.0,1,100.0
1210,28,singularity,24,12.0,1,100.0
1211,28,singularity,8,12.0,1,100.0
1212,56,singularity,226,8.0,1,100.0
1213,14,singularity,29,21.0,1,100.0
1214,56,singularity,235,7.0,1,100.0
1215,28,singularity,25,12.0,1,100.0
1216,14,singularity,24,22.0,1,100.0
1217,28,singularity,12,12.0,1,100.0
1218,28,singularity,12,12.0,1,100.0
1219,14,singularity,30,22.0,1,100.0
1220,28,singularity,14,12.0,1,100.0
1221,14,singularity,27,22.0,1,100.0
1222,14,singularity,3,23.0,1,100.0
1223,14,singularity,4,21.0,1,100.0
1224,14,singularity,26,22.0,1,100.0
1225,56,singularity,136,7.0,1,100.0
1226,28,singularity,31,12.0,1,100.0
1227,56,singularity,210,7.0,1,100.0
1228,28,singularity,7,12.0,1,100.0
1229,14,singularity,16,22.0,1,100.0
1230,14,singularity,30,22.0,1,100.0
1231,14,singularity,4,22.0,1,100.0
1232,56,singularity,433,7.0,1,100.0
1233,56,singularity,241,8.0,1,100.0
1234,28,singularity,5,12.0,1,100.0
1235,28,singularity,13,12.0,1,100.0
1236,28,singularity,25,12.0,1,100.0
1237,28,singularity,3,12.0,1,100.0
1238,28,singularity,29,12.0,1,100.0
1239,14,singularity,1,22.0,1,100.0
1240,28,singularity,1,12.0,1,100.0
1241,56,singularity,113,7.0,1,100.0
1242,28,singularity,10,12.0,1,100.0
1243,14,singularity,24,22.0,1,100.0
1244,28,singularity,29,12.0,1,100.0
1245,56,singularity,158,7.0,1,100.0
1246,14,singularity,22,22.0,1,100.0
1247,14,singularity,23,21.0,1,100.0
1248,56,singularity,427,7.0,1,100.0
1249,28,singularity,19,12.0,1,100.0
1250,28,singularity,32,12.0,1,100.0
1251,14,singularity,5,22.0,1,100.0
1252,56,singularity,338,7.0,1,100.0
1253,56,singularity,478,7.0,1,100.0
1254,56,singularity,64,7.0,1,100.0
1255,14,singularity,22,22.0,1,100.0
1256,56,singularity,157,7.0,1,100.0
1257,56,singularity,160,7.0,1,100.0
1258,28,singularity,29,12.0,1,100.0
1259,14,singularity,21,22.0,1,100.0
1260,56,singularity,173,7.0,1,100.0
1261,28,singularity,27,12.0,1,100.0
1262,14,singularity,31,22.0,1,100.0
1263,56,singularity,328,7.0,1,100.0
1264,56,singularity,49,7.0,1,100.0
1265,28,singularity,9,12.0,1,100.0
1266,56,singularity,371,7.0,1,100.0
1267,28,singularity,13,12.0,1,100.0
1268,14,singularity,25,21.0,1,100.0
1269,14,singularity,21,22.0,1,100.0
1270,56,singularity,232,7.0,1,100.0
1271,14,singularity,20,21.0,1,100.0
1272,28,singularity,32,12.0,1,100.0
1273,14,singularity,20,21.0,1,100.0
1274,28,singularity,24,12.0,1,100.0
1275,28,singularity,7,12.0,1,100.0
1276,14,singularity,13,22.0,1,100.0
1277,28,singularity,31,12.0,1,100.0
1278,56,singularity,143,7.0,1,100.0
1279,56,singularity,142,7.0,1,100.0
1280,14,singularity,19,21.0,1,100.0
1281,56,singularity,61,7.0,1,100.0
1282,56,singularity,25,7.0,1,100.0
1283,28,singularity,21,12.0,1,100.0
1284,28,singularity,4,12.0,1,100.0
1285,14,singularity,30,22.0,1,100.0
1286,56,singularity,128,7.0,1,100.0
1287,56,singularity,446,7.0,1,100.0
1288,14,singularity,13,23.0,1,100.0
1289,28,singularity,5,13.0,1,100.0
1290,28,singularity,6,12.0,1,100.0
1291,28,singularity,32,12.0,1,100.0
1292,56,singularity,38,7.0,1,100.0
1293,14,singularity,1,22.0,1,100.0
1294,28,singularity,16,12.0,1,100.0
1295,28,singularity,18,12.0,1,100.0
1296,28,singularity,28,12.0,1,100.0
1297,56,singularity,169,7.0,1,100.0
1298,28,singularity,12,12.0,1,100.0
1299,28,singularity,7,12.0,1,99.9
1300,14,singularity,22,21.0,1,100.0
1301,14,singularity,32,22.0,1,100.0
1302,28,singularity,15,12.0,1,100.0
1303,28,singularity,5,12.0,1,100.0
1304,14,singularity,29,21.0,1,100.0
1305,56,singularity,309,7.0,1,100.0
1306,56,singularity,167,8.0,1,100.0
1307,14,singularity,9,22.0,1,100.0
1308,56,singularity,274,7.0,1,99.9
1309,56,singularity,35,7.0,1,100.0
1310,28,singularity,13,12.0,1,100.0
1311,14,singularity,25,21.0,1,100.0
1312,28,singularity,22,12.0,1,100.0
1313,56,singularity,283,7.0,1,100.0
1314,56,singularity,361,7.0,1,100.0
1315,56,singularity,473,7.0,1,100.0
1316,56,singularity,364,7.0,1,100.0
1317,28,singularity,31,12.0,1,100.0
1318,28,singularity,9,12.0,1,100.0
1319,28,singularity,21,12.0,1,100.0
1320,14,singularity,3,22.0,1,100.0
1321,28,singularity,15,12.0,1,100.0
1322,14,singularity,20,23.0,1,100.0
1323,28,singularity,15,12.0,1,100.0
1324,14,singularity,23,22.0,1,100.0
1325,28,singularity,8,12.0,1,100.0
1326,28,singularity,3,12.0,1,100.0
1327,14,singularity,21,22.0,1,100.0
1328,28,singularity,20,12.0,1,100.0
1329,56,singularity,230,7.0,1,100.0
1330,56,singularity,281,7.0,1,100.0
1331,14,singularity,32,22.0,1,100.0
1332,56,singularity,443,7.0,1,100.0
1333,56,singularity,399,7.0,1,100.0
1334,14,singularity,5,22.0,1,100.0
1335,56,singularity,305,7.0,1,100.0
1336,56,singularity,13,7.0,1,100.0
1337,56,singularity,316,8.0,1,100.0
1338,28,singularity,1,12.0,1,100.0
1339,28,singularity,15,12.0,1,100.0
1340,14,singularity,25,22.0,1,100.0
1341,14,singularity,13,21.0,1,100.0
1342,14,singularity,28,22.0,1,100.0
1343,14,singularity,32,22.0,1,100.0
1344,56,singularity,383,7.0,1,100.0
1345,14,singularity,10,22.0,1,100.0
1346,28,singularity,21,12.0,1,100.0
1347,14,singularity,18,22.0,1,100.0
1348,28,singularity,23,12.0,1,100.0
1349,56,singularity,422,8.0,1,100.0
1350,56,singularity,286,8.0,1,100.0
1351,28,singularity,13,12.0,1,100.0
1352,14,singularity,26,22.0,1,100.0
1353,56,singularity,474,7.0,1,100.0
1354,28,singularity,25,12.0,1,100.0
1355,28,singularity,22,12.0,1,100.0
1356,56,singularity,168,7.0,1,100.0
1357,28,singularity,6,12.0,1,100.0
1358,56,singularity,395,7.0,1,100.0
1359,28,singularity,7,12.0,1,100.0
1360,56,singularity,82,7.0,1,100.0
1361,56,singularity,308,7.0,1,100.0
1362,28,singularity,13,12.0,1,100.0
1363,56,singularity,284,7.0,1,100.0
1364,14,singularity,27,21.0,1,100.0
1365,28,singularity,29,12.0,1,100.0
1366,14,singularity,15,22.0,1,100.0
1367,56,singularity,88,7.0,1,100.0
1368,56,singularity,42,7.0,1,100.0
1369,14,singularity,26,22.0,1,100.0
1370,56,singularity,245,7.0,1,100.0
1371,28,singularity,5,12.0,1,100.0
1372,28,singularity,31,12.0,1,100.0
1373,28,singularity,20,12.0,1,100.0
1374,28,singularity,32,12.0,1,100.0
