,ranks,experiment,iteration,time_seconds,nodes,percent_cpu_utilization
140,14,singularity,26,21.0,1,100.0
141,56,singularity,171,7.0,1,100.0
142,14,singularity,6,23.0,1,100.0
143,56,singularity,116,7.0,1,100.0
144,56,singularity,218,7.0,1,100.0
145,28,singularity,18,12.0,1,100.0
146,28,singularity,16,12.0,1,100.0
147,14,singularity,21,22.0,1,100.0
148,14,singularity,30,22.0,1,100.0
149,56,singularity,247,7.0,1,100.0
150,56,singularity,344,7.0,1,100.0
151,56,singularity,65,7.0,1,100.0
152,14,singularity,10,22.0,1,100.0
153,56,singularity,251,7.0,1,100.0
154,56,singularity,265,7.0,1,100.0
155,28,singularity,6,12.0,1,100.0
156,14,singularity,29,22.0,1,100.0
157,14,singularity,28,22.0,1,100.0
158,28,singularity,11,12.0,1,100.0
159,14,singularity,8,22.0,1,100.0
160,14,singularity,14,22.0,1,100.0
161,56,singularity,329,7.0,1,100.0
162,14,singularity,17,22.0,1,100.0
163,14,singularity,23,22.0,1,100.0
164,56,singularity,298,7.0,1,100.0
165,56,singularity,200,7.0,1,100.0
166,56,singularity,307,7.0,1,100.0
167,56,singularity,146,7.0,1,100.0
168,14,singularity,3,22.0,1,100.0
169,14,singularity,11,22.0,1,100.0
170,56,singularity,133,7.0,1,100.0
171,14,singularity,31,22.0,1,100.0
172,28,singularity,24,12.0,1,100.0
173,28,singularity,1,12.0,1,100.0
174,56,singularity,431,7.0,1,100.0
175,56,singularity,465,7.0,1,100.0
176,56,singularity,28,7.0,1,100.0
177,56,singularity,347,8.0,1,100.0
178,14,singularity,8,22.0,1,100.0
179,28,singularity,18,12.0,1,100.0
180,56,singularity,186,7.0,1,100.0
181,14,singularity,11,22.0,1,100.0
182,14,singularity,11,22.0,1,100.0
183,56,singularity,260,7.0,1,100.0
184,28,singularity,1,12.0,1,100.0
185,28,singularity,23,12.0,1,100.0
186,28,singularity,26,12.0,1,100.0
187,14,singularity,30,21.0,1,100.0
188,56,singularity,378,7.0,1,100.0
189,14,singularity,3,22.0,1,100.0
190,14,singularity,2,22.0,1,100.0
191,28,singularity,15,12.0,1,100.0
192,56,singularity,134,7.0,1,100.0
193,28,singularity,4,12.0,1,100.0
194,14,singularity,16,22.0,1,100.0
195,14,singularity,21,21.0,1,100.0
196,28,singularity,16,12.0,1,100.0
197,28,singularity,17,12.0,1,100.0
198,28,singularity,25,12.0,1,100.0
199,14,singularity,18,22.0,1,100.0
200,14,singularity,29,22.0,1,100.0
201,14,singularity,5,22.0,1,100.0
202,56,singularity,256,8.0,1,100.0
203,56,singularity,24,7.0,1,100.0
204,56,singularity,311,7.0,1,100.0
205,14,singularity,22,22.0,1,100.0
206,56,singularity,317,8.0,1,100.0
207,56,singularity,339,7.0,1,100.0
208,14,singularity,8,21.0,1,100.0
209,28,singularity,9,12.0,1,100.0
210,56,singularity,313,7.0,1,100.0
211,28,singularity,24,12.0,1,100.0
212,28,singularity,29,12.0,1,100.0
213,14,singularity,9,22.0,1,100.0
214,28,singularity,1,12.0,1,100.0
215,28,singularity,2,12.0,1,100.0
216,14,singularity,14,21.0,1,100.0
217,56,singularity,267,7.0,1,100.0
218,14,singularity,27,22.0,1,100.0
219,28,singularity,4,12.0,1,100.0
220,14,singularity,20,22.0,1,100.0
221,14,singularity,2,21.0,1,100.0
222,28,singularity,4,12.0,1,100.0
223,56,singularity,45,7.0,1,100.0
224,56,singularity,401,7.0,1,100.0
225,14,singularity,28,22.0,1,100.0
226,56,singularity,327,7.0,1,100.0
227,28,singularity,6,12.0,1,100.0
228,56,singularity,300,7.0,1,100.0
229,28,singularity,8,12.0,1,100.0
230,14,singularity,28,22.0,1,100.0
231,56,singularity,273,7.0,1,100.0
232,14,singularity,26,22.0,1,100.0
233,28,singularity,30,12.0,1,100.0
234,28,singularity,10,12.0,1,100.0
235,14,singularity,31,22.0,1,100.0
236,56,singularity,325,7.0,1,100.0
237,56,singularity,47,8.0,1,100.0
238,28,singularity,11,13.0,1,100.0
239,14,singularity,23,22.0,1,100.0
240,14,singularity,5,22.0,1,100.0
241,14,singularity,25,22.0,1,100.0
242,56,singularity,191,7.0,1,100.0
243,28,singularity,14,12.0,1,100.0
244,56,singularity,92,8.0,1,100.0
245,14,singularity,19,22.0,1,100.0
246,28,singularity,26,12.0,1,100.0
247,28,singularity,19,12.0,1,100.0
248,28,singularity,25,12.0,1,100.0
249,56,singularity,131,7.0,1,100.0
250,14,singularity,22,22.0,1,100.0
251,56,singularity,310,7.0,1,100.0
252,28,singularity,2,12.0,1,100.0
253,28,singularity,10,12.0,1,100.0
254,56,singularity,363,7.0,1,100.0
255,56,singularity,178,7.0,1,100.0
256,28,singularity,19,12.0,1,100.0
257,56,singularity,315,7.0,1,100.0
258,14,singularity,4,22.0,1,100.0
259,28,singularity,14,12.0,1,100.0
260,56,singularity,319,7.0,1,100.0
261,14,singularity,32,21.0,1,100.0
262,14,singularity,21,22.0,1,100.0
263,56,singularity,34,7.0,1,100.0
264,56,singularity,104,7.0,1,100.0
265,28,singularity,28,12.0,1,100.0
266,56,singularity,233,7.0,1,100.0
267,56,singularity,303,7.0,1,100.0
268,14,singularity,1,22.0,1,100.0
269,56,singularity,147,7.0,1,100.0
270,28,singularity,7,12.0,1,100.0
271,56,singularity,7,7.0,1,100.0
272,56,singularity,12,7.0,1,100.0
273,28,singularity,13,12.0,1,100.0
274,14,singularity,11,22.0,1,100.0
275,14,singularity,6,22.0,1,100.0
276,56,singularity,193,7.0,1,100.0
277,28,singularity,9,12.0,1,100.0
278,14,singularity,16,21.0,1,100.0
279,56,singularity,204,7.0,1,100.0
280,56,singularity,410,7.0,1,100.0
281,14,singularity,3,22.0,1,100.0
282,56,singularity,75,7.0,1,100.0
283,14,singularity,26,21.0,1,100.0
284,14,singularity,7,22.0,1,100.0
285,56,singularity,238,7.0,1,100.0
286,14,singularity,31,22.0,1,100.0
287,14,singularity,29,21.0,1,100.0
288,14,singularity,12,22.0,1,100.0
289,56,singularity,282,7.0,1,100.0
290,28,singularity,26,12.0,1,100.0
291,28,singularity,15,12.0,1,100.0
292,14,singularity,8,23.0,1,100.0
293,56,singularity,297,7.0,1,100.0
294,56,singularity,3,7.0,1,100.0
295,28,singularity,2,12.0,1,100.0
296,14,singularity,15,21.0,1,100.0
297,14,singularity,9,21.0,1,100.0
298,28,singularity,13,12.0,1,100.0
299,28,singularity,9,12.0,1,100.0
300,56,singularity,194,7.0,1,100.0
301,56,singularity,365,7.0,1,100.0
302,28,singularity,32,12.0,1,100.0
303,28,singularity,13,12.0,1,100.0
304,14,singularity,29,22.0,1,100.0
305,28,singularity,3,12.0,1,100.0
306,14,singularity,3,22.0,1,100.0
307,56,singularity,164,7.0,1,100.0
308,14,singularity,21,22.0,1,100.0
309,56,singularity,429,7.0,1,100.0
310,14,singularity,3,21.0,1,100.0
311,28,singularity,24,13.0,1,100.0
312,28,singularity,4,12.0,1,100.0
313,14,singularity,13,22.0,1,100.0
314,14,singularity,19,22.0,1,100.0
315,14,singularity,5,22.0,1,100.0
316,28,singularity,20,12.0,1,100.0
317,14,singularity,29,22.0,1,100.0
318,28,singularity,28,12.0,1,100.0
319,56,singularity,217,7.0,1,100.0
320,14,singularity,9,22.0,1,100.0
321,14,singularity,25,22.0,1,100.0
322,14,singularity,26,22.0,1,100.0
323,28,singularity,30,12.0,1,100.0
324,28,singularity,5,12.0,1,100.0
325,28,singularity,4,12.0,1,100.0
326,14,singularity,15,22.0,1,100.0
327,28,singularity,23,12.0,1,100.0
328,14,singularity,28,22.0,1,100.0
329,14,singularity,18,22.0,1,100.0
330,28,singularity,10,12.0,1,100.0
331,28,singularity,14,12.0,1,100.0
332,14,singularity,19,22.0,1,100.0
333,28,singularity,5,12.0,1,100.0
334,56,singularity,292,7.0,1,100.0
335,14,singularity,32,21.0,1,100.0
336,56,singularity,181,8.0,1,100.0
337,28,singularity,5,12.0,1,100.0
338,14,singularity,5,22.0,1,100.0
339,56,singularity,229,7.0,1,100.0
340,14,singularity,2,22.0,1,100.0
341,28,singularity,25,12.0,1,100.0
342,14,singularity,16,21.0,1,100.0
343,28,singularity,9,12.0,1,100.0
344,28,singularity,14,12.0,1,100.0
345,56,singularity,413,7.0,1,100.0
346,14,singularity,32,21.0,1,100.0
347,14,singularity,11,21.0,1,100.0
348,14,singularity,10,21.0,1,100.0
349,28,singularity,6,12.0,1,100.0
350,28,singularity,29,12.0,1,100.0
351,14,singularity,3,22.0,1,100.0
352,28,singularity,22,12.0,1,100.0
353,28,singularity,30,12.0,1,100.0
354,14,singularity,32,23.0,1,100.0
355,14,singularity,7,23.0,1,100.0
356,28,singularity,30,12.0,1,100.0
357,28,singularity,24,12.0,1,100.0
358,56,singularity,376,7.0,1,100.0
359,28,singularity,7,12.0,1,100.0
360,56,singularity,206,7.0,1,100.0
361,28,singularity,11,12.0,1,99.9
362,28,singularity,8,12.0,1,100.0
363,28,singularity,11,12.0,1,100.0
364,56,singularity,32,8.0,1,100.0
365,14,singularity,10,22.0,1,100.0
366,28,singularity,30,12.0,1,100.0
367,14,singularity,5,22.0,1,100.0
368,28,singularity,9,12.0,1,100.0
369,28,singularity,16,12.0,1,100.0
370,14,singularity,25,22.0,1,100.0
371,14,singularity,31,22.0,1,100.0
372,14,singularity,12,21.0,1,100.0
373,14,singularity,18,22.0,1,100.0
374,14,singularity,7,22.0,1,100.0
375,14,singularity,29,22.0,1,100.0
376,56,singularity,322,7.0,1,100.0
377,28,singularity,30,12.0,1,100.0
378,56,singularity,351,7.0,1,100.0
379,28,singularity,1,12.0,1,100.0
380,28,singularity,27,12.0,1,100.0
381,56,singularity,216,7.0,1,100.0
382,56,singularity,62,8.0,1,100.0
383,28,singularity,4,12.0,1,100.0
384,56,singularity,416,7.0,1,100.0
385,28,singularity,10,12.0,1,100.0
386,56,singularity,9,7.0,1,100.0
387,14,singularity,24,22.0,1,100.0
388,28,singularity,29,12.0,1,100.0
389,14,singularity,2,22.0,1,100.0
390,28,singularity,2,12.0,1,100.0
391,56,singularity,287,8.0,1,100.0
392,28,singularity,27,12.0,1,100.0
393,56,singularity,407,8.0,1,100.0
394,56,singularity,463,7.0,1,100.0
395,14,singularity,2,21.0,1,100.0
396,14,singularity,1,22.0,1,100.0
397,28,singularity,19,12.0,1,100.0
398,14,singularity,15,22.0,1,100.0
399,56,singularity,54,7.0,1,100.0
400,28,singularity,30,12.0,1,100.0
401,14,singularity,10,21.0,1,100.0
402,56,singularity,221,7.0,1,100.0
403,14,singularity,26,21.0,1,100.0
404,56,singularity,268,7.0,1,100.0
405,14,singularity,17,21.0,1,100.0
406,28,singularity,27,12.0,1,100.0
407,28,singularity,26,12.0,1,100.0
408,56,singularity,470,7.0,1,100.0
409,56,singularity,60,7.0,1,100.0
410,28,singularity,31,12.0,1,100.0
411,28,singularity,28,12.0,1,100.0
412,56,singularity,466,7.0,1,100.0
413,28,singularity,16,12.0,1,100.0
414,56,singularity,120,7.0,1,100.0
415,28,singularity,20,12.0,1,100.0
416,14,singularity,19,22.0,1,100.0
417,14,singularity,20,21.0,1,100.0
418,14,singularity,8,22.0,1,100.0
419,56,singularity,71,7.0,1,100.0
420,28,singularity,17,12.0,1,100.0
421,28,singularity,28,13.0,1,100.0
422,28,singularity,31,12.0,1,100.0
423,28,singularity,31,12.0,1,100.0
424,14,singularity,31,22.0,1,100.0
425,28,singularity,16,12.0,1,100.0
426,56,singularity,262,7.0,1,100.0
427,28,singularity,14,12.0,1,100.0
428,56,singularity,451,8.0,1,100.0
429,56,singularity,187,7.0,1,100.0
430,14,singularity,26,22.0,1,100.0
431,28,singularity,1,12.0,1,100.0
432,28,singularity,21,12.0,1,100.0
433,14,singularity,9,21.0,1,100.0
434,28,singularity,27,12.0,1,100.0
435,14,singularity,11,22.0,1,100.0
436,28,singularity,15,13.0,1,100.0
437,56,singularity,156,7.0,1,100.0
438,14,singularity,5,22.0,1,100.0
439,28,singularity,23,12.0,1,100.0
440,56,singularity,188,7.0,1,100.0
441,28,singularity,18,12.0,1,100.0
442,56,singularity,469,7.0,1,100.0
443,56,singularity,141,7.0,1,100.0
444,28,singularity,14,12.0,1,100.0
445,14,singularity,10,22.0,1,100.0
446,56,singularity,334,7.0,1,99.9
447,56,singularity,441,7.0,1,100.0
448,56,singularity,289,7.0,1,100.0
449,28,singularity,10,12.0,1,100.0
450,28,singularity,21,12.0,1,100.0
451,14,singularity,4,21.0,1,100.0
452,14,singularity,26,21.0,1,100.0
453,56,singularity,434,7.0,1,100.0
454,28,singularity,8,12.0,1,100.0
455,28,singularity,10,12.0,1,100.0
456,56,singularity,123,7.0,1,100.0
457,56,singularity,118,7.0,1,100.0
458,56,singularity,360,7.0,1,100.0
459,56,singularity,320,7.0,1,100.0
460,56,singularity,50,7.0,1,100.0
461,28,singularity,27,12.0,1,100.0
462,28,singularity,26,12.0,1,100.0
463,56,singularity,420,7.0,1,100.0
464,14,singularity,25,21.0,1,100.0
465,28,singularity,21,12.0,1,100.0
466,28,singularity,27,12.0,1,100.0
467,14,singularity,6,21.0,1,100.0
468,14,singularity,20,22.0,1,100.0
469,56,singularity,332,8.0,1,100.0
470,56,singularity,222,7.0,1,100.0
471,14,singularity,28,21.0,1,100.0
472,28,singularity,29,12.0,1,100.0
473,56,singularity,219,7.0,1,100.0
474,56,singularity,295,7.0,1,100.0
475,14,singularity,14,22.0,1,100.0
476,28,singularity,26,12.0,1,100.0
477,28,singularity,19,12.0,1,100.0
478,14,singularity,8,22.0,1,100.0
479,28,singularity,3,12.0,1,100.0
480,14,singularity,10,21.0,1,100.0
481,28,singularity,25,12.0,1,100.0
482,56,singularity,152,8.0,1,99.9
483,56,singularity,8,7.0,1,100.0
484,28,singularity,14,12.0,1,100.0
485,28,singularity,30,12.0,1,100.0
486,56,singularity,343,7.0,1,100.0
487,56,singularity,140,7.0,1,100.0
488,14,singularity,31,22.0,1,100.0
489,28,singularity,23,12.0,1,100.0
490,14,singularity,10,22.0,1,100.0
491,14,singularity,8,22.0,1,100.0
492,28,singularity,19,12.0,1,100.0
493,56,singularity,350,7.0,1,100.0
494,28,singularity,22,12.0,1,100.0
495,56,singularity,137,8.0,1,100.0
496,28,singularity,15,12.0,1,100.0
497,56,singularity,228,7.0,1,100.0
498,14,singularity,13,22.0,1,100.0
499,14,singularity,19,22.0,1,100.0
500,14,singularity,4,21.0,1,100.0
501,28,singularity,31,12.0,1,100.0
502,56,singularity,112,7.0,1,100.0
503,14,singularity,9,22.0,1,100.0
504,28,singularity,28,12.0,1,100.0
505,14,singularity,9,22.0,1,100.0
506,28,singularity,22,12.0,1,100.0
507,28,singularity,13,12.0,1,100.0
508,56,singularity,19,7.0,1,100.0
509,28,singularity,25,13.0,1,100.0
510,28,singularity,4,12.0,1,100.0
511,28,singularity,5,12.0,1,100.0
512,14,singularity,25,22.0,1,100.0
513,56,singularity,418,7.0,1,100.0
514,28,singularity,12,12.0,1,100.0
515,56,singularity,389,7.0,1,100.0
516,14,singularity,16,21.0,1,100.0
517,28,singularity,7,12.0,1,100.0
518,14,singularity,20,22.0,1,100.0
519,28,singularity,20,12.0,1,100.0
520,14,singularity,22,22.0,1,100.0
521,28,singularity,17,12.0,1,100.0
522,14,singularity,32,21.0,1,100.0
523,56,singularity,4,7.0,1,100.0
524,14,singularity,28,23.0,1,100.0
525,28,singularity,17,12.0,1,100.0
526,28,singularity,32,12.0,1,100.0
527,28,singularity,21,12.0,1,100.0
528,56,singularity,444,7.0,1,100.0
529,56,singularity,296,7.0,1,100.0
530,28,singularity,20,12.0,1,100.0
531,28,singularity,17,12.0,1,100.0
532,14,singularity,23,22.0,1,100.0
533,56,singularity,353,7.0,1,100.0
534,28,singularity,2,12.0,1,100.0
535,14,singularity,28,21.0,1,100.0
536,14,singularity,32,22.0,1,100.0
537,14,singularity,21,22.0,1,100.0
538,14,singularity,17,21.0,1,100.0
539,14,singularity,10,22.0,1,100.0
540,56,singularity,400,7.0,1,100.0
541,28,singularity,24,12.0,1,100.0
542,56,singularity,22,7.0,1,100.0
543,14,singularity,12,21.0,1,100.0
544,56,singularity,266,7.0,1,100.0
545,28,singularity,30,12.0,1,100.0
546,14,singularity,11,22.0,1,100.0
547,28,singularity,13,12.0,1,100.0
548,56,singularity,205,7.0,1,100.0
549,14,singularity,4,21.0,1,100.0
550,56,singularity,382,7.0,1,100.0
551,56,singularity,458,7.0,1,100.0
552,56,singularity,269,7.0,1,100.0
553,56,singularity,106,8.0,1,100.0
554,14,singularity,15,22.0,1,100.0
555,14,singularity,5,22.0,1,100.0
556,56,singularity,11,7.0,1,100.0
557,28,singularity,19,12.0,1,100.0
558,28,singularity,21,12.0,1,100.0
559,56,singularity,435,7.0,1,100.0
560,28,singularity,20,12.0,1,100.0
561,56,singularity,388,7.0,1,100.0
562,28,singularity,27,12.0,1,100.0
563,56,singularity,449,7.0,1,100.0
564,56,singularity,81,7.0,1,100.0
565,56,singularity,278,7.0,1,100.0
566,28,singularity,10,12.0,1,100.0
567,28,singularity,13,12.0,1,100.0
568,56,singularity,10,7.0,1,100.0
569,14,singularity,4,21.0,1,100.0
570,14,singularity,22,22.0,1,100.0
571,56,singularity,349,7.0,1,100.0
572,28,singularity,11,12.0,1,100.0
573,56,singularity,80,7.0,1,100.0
574,56,singularity,0,7.0,1,100.0
575,56,singularity,99,7.0,1,100.0
576,14,singularity,30,22.0,1,100.0
577,56,singularity,149,7.0,1,100.0
578,56,singularity,139,7.0,1,100.0
579,14,singularity,18,22.0,1,99.9
580,14,singularity,23,22.0,1,100.0
581,14,singularity,27,22.0,1,100.0
582,28,singularity,8,12.0,1,100.0
583,14,singularity,24,22.0,1,100.0
584,14,singularity,15,21.0,1,100.0
585,56,singularity,159,7.0,1,100.0
586,56,singularity,447,7.0,1,100.0
587,56,singularity,250,7.0,1,100.0
588,28,singularity,5,12.0,1,100.0
589,14,singularity,11,22.0,1,100.0
590,56,singularity,412,7.0,1,100.0
591,14,singularity,1,21.0,1,100.0
592,28,singularity,20,12.0,1,100.0
593,56,singularity,387,7.0,1,100.0
594,14,singularity,8,22.0,1,100.0
595,14,singularity,26,22.0,1,100.0
596,28,singularity,4,12.0,1,100.0
597,14,singularity,19,22.0,1,100.0
598,56,singularity,110,7.0,1,100.0
599,14,singularity,22,21.0,1,100.0
600,56,singularity,406,7.0,1,100.0
601,28,singularity,1,12.0,1,100.0
602,14,singularity,22,22.0,1,100.0
603,56,singularity,119,7.0,1,99.9
604,28,singularity,18,12.0,1,100.0
605,28,singularity,6,12.0,1,100.0
606,28,singularity,32,12.0,1,100.0
607,28,singularity,1,12.0,1,100.0
608,56,singularity,21,7.0,1,100.0
609,14,singularity,2,22.0,1,100.0
610,56,singularity,293,7.0,1,100.0
611,14,singularity,19,22.0,1,100.0
612,56,singularity,275,7.0,1,100.0
613,28,singularity,12,13.0,1,100.0
614,56,singularity,304,7.0,1,100.0
615,14,singularity,24,22.0,1,100.0
616,14,singularity,8,21.0,1,100.0
617,28,singularity,18,12.0,1,100.0
618,28,singularity,23,13.0,1,100.0
619,56,singularity,398,7.0,1,100.0
620,14,singularity,11,22.0,1,100.0
621,28,singularity,29,12.0,1,100.0
622,56,singularity,248,7.0,1,100.0
623,14,singularity,18,21.0,1,100.0
624,56,singularity,408,7.0,1,100.0
625,28,singularity,18,12.0,1,100.0
626,28,singularity,24,13.0,1,100.0
627,56,singularity,20,7.0,1,100.0
628,28,singularity,10,12.0,1,100.0
629,56,singularity,336,7.0,1,100.0
630,28,singularity,28,12.0,1,100.0
631,56,singularity,95,7.0,1,100.0
632,14,singularity,18,22.0,1,100.0
633,14,singularity,8,21.0,1,100.0
634,14,singularity,24,22.0,1,100.0
635,28,singularity,19,12.0,1,100.0
636,56,singularity,180,7.0,1,100.0
637,28,singularity,3,12.0,1,100.0
638,28,singularity,26,12.0,1,100.0
639,14,singularity,14,21.0,1,100.0
640,14,singularity,21,22.0,1,100.0
641,56,singularity,148,7.0,1,100.0
642,28,singularity,10,12.0,1,100.0
643,56,singularity,144,7.0,1,100.0
644,56,singularity,357,7.0,1,100.0
645,14,singularity,9,21.0,1,100.0
646,56,singularity,381,7.0,1,100.0
647,28,singularity,6,12.0,1,100.0
648,28,singularity,3,12.0,1,100.0
649,28,singularity,30,12.0,1,100.0
650,56,singularity,345,7.0,1,100.0
651,56,singularity,207,7.0,1,100.0
652,56,singularity,58,7.0,1,100.0
653,56,singularity,318,7.0,1,100.0
654,14,singularity,19,22.0,1,100.0
655,56,singularity,280,7.0,1,100.0
656,56,singularity,464,7.0,1,100.0
657,28,singularity,16,12.0,1,100.0
658,56,singularity,44,7.0,1,100.0
659,28,singularity,11,12.0,1,100.0
660,28,singularity,0,12.0,1,100.0
661,28,singularity,25,12.0,1,100.0
662,28,singularity,12,12.0,1,100.0
663,56,singularity,231,7.0,1,100.0
664,14,singularity,15,21.0,1,100.0
665,28,singularity,26,12.0,1,100.0
666,56,singularity,437,8.0,1,100.0
667,56,singularity,1,7.0,1,100.0
668,28,singularity,14,12.0,1,100.0
669,28,singularity,21,12.0,1,100.0
670,28,singularity,8,12.0,1,100.0
671,28,singularity,15,12.0,1,100.0
672,14,singularity,2,22.0,1,100.0
673,56,singularity,2,8.0,1,100.0
674,14,singularity,7,22.0,1,100.0
675,14,singularity,15,22.0,1,100.0
676,56,singularity,448,7.0,1,100.0
677,28,singularity,31,12.0,1,99.9
678,14,singularity,12,22.0,1,100.0
679,14,singularity,14,22.0,1,100.0
680,28,singularity,27,12.0,1,100.0
681,56,singularity,380,7.0,1,100.0
682,56,singularity,424,7.0,1,99.9
683,14,singularity,32,22.0,1,100.0
684,14,singularity,26,22.0,1,100.0
685,56,singularity,127,7.0,1,100.0
686,56,singularity,374,7.0,1,100.0
687,56,singularity,249,7.0,1,100.0
688,14,singularity,24,21.0,1,100.0
689,28,singularity,16,12.0,1,100.0
690,28,singularity,23,12.0,1,100.0
691,28,singularity,10,12.0,1,100.0
692,56,singularity,138,7.0,1,100.0
693,14,singularity,16,22.0,1,100.0
694,56,singularity,240,7.0,1,100.0
695,56,singularity,372,7.0,1,100.0
